bc/samples_so_far,bc/l2_norm,bc/neglogp,bc/batch,bc/entropy,bc/ent_loss,bc/prob_true_act,bc/l2_loss,bc/loss,bc/epoch,batch_size
1105920,1390.0474853515625,0.8414003211767271,539,1.7294503450393677,-0.0017294504214078188,0.4393873305182729,0.0,0.8396708707553193,54,2048
1126400,1413.1304931640625,0.8270996396881413,549,1.7095136642456055,-0.001709513715468347,0.4428923574317778,0.0,0.8253901259726729,55,2048
1146880,1438.1124267578125,0.8020193929527295,559,1.6896026134490967,-0.001689602737314999,0.45562932475768947,0.0,0.8003297902154145,56,2048
1167360,1464.0972900390625,0.7793496288749288,569,1.6697301864624023,-0.0016697302926331758,0.46458626459830554,0.0,0.7776798985822956,57,2048
1187840,1488.4254150390625,0.7547037481002092,579,1.6498348712921143,-0.0016498349141329527,0.47872582630272376,0.0,0.7530539131860763,58,2048
1208320,1511.6602783203125,0.747075149675704,589,1.6298764944076538,-0.0016298765549436212,0.48188668224838993,0.0,0.7454452731207604,59,2048
1228800,1534.6771240234375,0.7175139673251013,599,1.6099319458007812,-0.001609932049177587,0.4955035177816528,0.0,0.7159040352759237,60,2048
1249280,1557.740234375,0.6995916999620642,609,1.5899903774261475,-0.0015899904537945986,0.5067558860702488,0.0,0.6980017095082696,61,2048
1269760,1581.1019287109375,0.6941180626375936,619,1.5701301097869873,-0.0015701302327215672,0.5089456306463485,0.0,0.692547932404872,62,2048
1290240,1604.4627685546875,0.6509942148856873,629,1.5502479076385498,-0.0015502480091527104,0.5301486190653629,0.0,0.6494439668765346,63,2048
1310720,1628.676025390625,0.6503257816597845,639,1.5302616357803345,-0.0015302617102861404,0.5327873020070089,0.0,0.6487955199494984,64,2048
1331200,1653.255859375,0.6451648980694433,649,1.5103464126586914,-0.0015103465411812067,0.5325682835169945,0.0,0.6436545515282621,65,2048
1351680,1676.70068359375,0.5963372464479717,659,1.4904882907867432,-0.0014904884155839682,0.561184526356634,0.0,0.5948467580323877,66,2048
1372160,1699.747802734375,0.5705354663375086,669,1.4705381393432617,-0.0014705382054671645,0.5731137659349078,0.0,0.5690649281320415,67,2048
1392640,1723.823974609375,0.5581284203573231,679,1.4505186080932617,-0.0014505187282338738,0.582065613840252,0.0,0.5566779016290893,68,2048
1413120,1748.104248046875,0.5297526471375443,689,1.4304866790771484,-0.0014304867945611477,0.5980828394756679,0.0,0.5283221603429832,69,2048
1433600,1772.395263671875,0.5228624123074299,699,1.4104156494140625,-0.0014104157453402877,0.6047174057033571,0.0,0.5214519965620896,70,2048
1454080,1797.28076171875,0.5013530912925911,709,1.3903604745864868,-0.0013903605286031961,0.6167372469825962,0.0,0.4999627307639879,71,2048
1474560,1822.8746337890625,0.47601024028888833,719,1.3703641891479492,-0.001370364218018949,0.6321735076725828,0.0,0.4746398760708694,72,2048
1495040,1848.6353759765625,0.4644973529500078,729,1.3503522872924805,-0.0013503523077815771,0.6422805385586479,0.0,0.46314700064222625,73,2048
1515520,1873.9862060546875,0.43002811772050537,739,1.330320119857788,-0.0013303201412782073,0.6608445778953762,0.0,0.42869779757922716,74,2048
1536000,1898.838623046875,0.42269374346046845,749,1.310246229171753,-0.0013102462980896235,0.6667177513504138,0.0,0.42138349716237883,75,2048
1556480,1924.818603515625,0.3887110215262878,759,1.2902863025665283,-0.0012902863090857863,0.6875411438787031,0.0,0.387420735217202,76,2048
1576960,1950.2701416015625,0.3685095904739315,769,1.2702499628067017,-0.0012702500680461526,0.7025139212018341,0.0,0.36723934040588535,77,2048
1597440,1974.1976318359375,0.34294637501270653,779,1.250107765197754,-0.0012501077726483345,0.7202746379653358,0.0,0.3416962672400582,78,2048
1617920,1997.655517578125,0.3750181182873168,789,1.2298858165740967,-0.0012298858491703868,0.6970221025928506,0.0,0.3737882324381464,79,2048
1638400,2023.2593994140625,0.30474770792473316,799,1.210003137588501,-0.0012100031599402428,0.7488224638211436,0.0,0.3035377047647929,80,2048
1658880,2047.1162109375,0.28178658811621166,809,1.190018892288208,-0.0011900189565494657,0.7660171421522415,0.0,0.2805965691596622,81,2048
1679360,2071.15087890625,0.28127315652485596,819,1.169924020767212,-0.0011699240421876311,0.7672388779785293,0.0,0.28010323248266833,82,2048
1699840,2094.5634765625,0.2444611239071541,829,1.1497944593429565,-0.001149794552475214,0.7942748596778337,0.0,0.2433113293546789,83,2048
1720320,2117.08349609375,0.22499554015355722,839,1.1295983791351318,-0.0011295984731987119,0.8110278806067882,0.0,0.2238659416803585,84,2048
1740800,2138.608642578125,0.20393043263519828,849,1.109337329864502,-0.0011093374341726303,0.8253396846611823,0.0,0.20282109520102565,85,2048
1761280,2159.446044921875,0.2016237717069982,859,1.089054822921753,-0.0010890548583120108,0.8287068388214835,0.0,0.20053471684868618,86,2048
1781760,2180.614013671875,0.18817799044743536,869,1.0688848495483398,-0.0010688848560675979,0.8408552240787296,0.0,0.18710910559136776,87,2048
1802240,2203.51904296875,0.12408586707492104,879,1.0487511157989502,-0.001048751175403595,0.8916186758657114,0.0,0.12303711589951745,88,2048
1822720,2223.658447265625,0.11433671989536141,889,1.0284359455108643,-0.0010284360032528639,0.9041016307788228,0.0,0.11330828389210855,89,2048
1843200,2242.387451171875,0.0902443776599277,899,1.008049726486206,-0.0010080498177558184,0.9249345673987462,0.0,0.08923632784217188,90,2048
1863680,2261.45703125,0.10148130141213527,909,0.9877451658248901,-0.0009877452393993735,0.9175403583647854,0.0,0.10049355617273589,91,2048
1884160,2283.585693359375,0.07159509742547812,919,0.9679274559020996,-0.0009679275099188089,0.9435123405126358,0.0,0.07062716991555931,92,2048
1904640,2304.091064453125,0.03945664080284436,929,0.9479657411575317,-0.0009479657746851444,0.9748036756773828,0.0,0.03850867502815922,93,2048
1925120,2323.470458984375,0.01650618401628689,939,0.9278138279914856,-0.0009278138750232756,0.997023313495748,0.0,0.015578370141263613,94,2048
1945600,2340.579833984375,0.007987445633163412,949,0.9075319766998291,-0.000907531997654587,1.008780657431101,0.0,0.0070799136355088246,95,2048
1966080,2357.70556640625,-0.03138775921577926,959,0.8871876001358032,-0.0008871876634657383,1.044712875281553,0.0,-0.032274946879244995,96,2048
1986560,2373.2978515625,-0.04263054202432194,969,0.8666961193084717,-0.0008666961803101003,1.0563692489464775,0.0,-0.04349723820463204,97,2048
2007040,2388.295166015625,-0.07769440482578042,979,0.8462486267089844,-0.000846248643938452,1.0916342519081446,0.0,-0.07854065346971888,98,2048
2027520,2403.932861328125,-0.10254055386286429,989,0.8257354497909546,-0.0008257355075329542,1.117793708807749,0.0,-0.10336628937039724,99,2048
2048000,2418.87255859375,-0.06542100062166673,999,0.8051413297653198,-0.0008051413460634649,1.0869977539894924,0.0,-0.06622614196773019,100,2048
2068480,2436.138916015625,-0.10638999453067036,1009,0.7849487066268921,-0.0007849487592466176,1.1287965678440632,0.0,-0.10717494328991697,101,2048
2088960,2454.1865234375,-0.16238099070174167,1019,0.7647901773452759,-0.0007647902239114046,1.1872346281769304,0.0,-0.16314578092565307,102,2048
2109440,2470.69482421875,-0.17759175918503844,1029,0.7444742918014526,-0.0007444743532687426,1.2057849686707698,0.0,-0.1783362335383072,103,2048
2129920,2486.36328125,-0.19295228467911396,1039,0.7240567207336426,-0.0007240567356348038,1.225765296556747,0.0,-0.19367634141474876,104,2048
2150400,2500.966064453125,-0.13831629496015901,1049,0.7035590410232544,-0.000703559082467109,1.1659483122237306,0.0,-0.13901985404262612,105,2048
2170880,2518.2236328125,-0.23078482252794144,1059,0.6833505630493164,-0.0006833506049588323,1.272439099453969,0.0,-0.23146817313290027,106,2048
2191360,2534.22412109375,-0.26052761758255827,1069,0.6629822254180908,-0.0006629822310060263,1.3099798936555835,0.0,-0.2611905998135643,107,2048
2211840,2548.094970703125,-0.29201636779905205,1079,0.642472505569458,-0.0006424725288525224,1.3478482855135598,0.0,-0.29265884032790457,108,2048
2232320,2562.752197265625,-0.30948976840982295,1089,0.6219149827957153,-0.0006219150382094085,1.3753465561150626,0.0,-0.31011168344803236,109,2048
2252800,2576.868408203125,-0.2735598742014525,1099,0.6013857126235962,-0.0006013857200741768,1.3371625320197185,0.0,-0.2741612599215267,110,2048
2273280,2592.21142578125,-0.31906992125598765,1109,0.5811687707901001,-0.0005811688024550676,1.3916194161380124,0.0,-0.3196510900584427,111,2048
2293760,2608.078369140625,-0.3614006998571708,1119,0.5608965158462524,-0.0005608965293504298,1.4475788138542673,0.0,-0.36196159638652126,112,2048
2314240,2622.358642578125,-0.35447862161070653,1129,0.5404319763183594,-0.0005404319963417947,1.4422078107837952,0.0,-0.35501905360704833,113,2048
2334720,2636.684814453125,-0.40985041273571954,1139,0.5200679302215576,-0.0005200679297558963,1.522820149154494,0.0,-0.41037048066547543,114,2048
2355200,2651.286865234375,-0.4253827281301757,1149,0.49966132640838623,-0.0004996613715775311,1.5414147891090926,0.0,-0.4258823895017532,115,2048
2375680,2663.970703125,-0.4512132496761909,1159,0.47910749912261963,-0.00047910751891322434,1.5844152042594304,0.0,-0.45169235719510414,116,2048
2396160,2675.7548828125,-0.4776607676663015,1169,0.4584578275680542,-0.000458457856439054,1.6260711090735644,0.0,-0.47811922552274055,117,2048
2416640,2687.394287109375,-0.503537803264081,1179,0.4378451108932495,-0.0004378451267257333,1.6652195836612358,0.0,-0.5039756483908068,118,2048
2437120,2699.77294921875,-0.5137520693694846,1189,0.41725337505340576,-0.00041725338087417185,1.687845137160888,0.0,-0.5141693227503588,119,2048
2457600,2713.59765625,-0.5408956740828441,1199,0.3967403173446655,-0.00039674033178016543,1.7256406339917691,0.0,-0.5412924144146243,120,2048
2478080,2726.37646484375,-0.5733024289101041,1209,0.3761301040649414,-0.00037613013410009444,1.7827395798806331,0.0,-0.5736785590442042,121,2048
2498560,2737.74072265625,-0.4981120673615173,1219,0.3554006814956665,-0.0003554006980266422,1.663900642620407,0.0,-0.49846746805954395,122,2048
2519040,2752.52880859375,-0.5592397809765706,1229,0.3351937532424927,-0.0003351937630213797,1.7680854516429576,0.0,-0.559574974739592,123,2048
2539520,2769.250732421875,-0.6119342309847304,1239,0.3149991035461426,-0.00031499910983256996,1.855927799955384,0.0,-0.612249230094563,124,2048
2560000,2790.108642578125,-0.6386854533550692,1249,0.29447877407073975,-0.00029447878478094935,1.907903226166559,0.0,-0.6389799321398502,125,2048
2580480,2806.3837890625,-0.6699814432728983,1259,0.27382445335388184,-0.00027382446569390595,1.9641098964738872,0.0,-0.6702552677385922,126,2048
2600960,2819.08056640625,-0.6368107666574896,1269,0.25311243534088135,-0.00025311243371106684,1.905113870375596,0.0,-0.6370638790912007,127,2048
2621440,2832.655517578125,-0.6829462138124378,1279,0.232765793800354,-0.00023276580031961203,1.9984541243403695,0.0,-0.6831789796127574,128,2048
2641920,2847.418701171875,-0.720329002011454,1289,0.21269798278808594,-0.00021269799617584795,2.0702745863365433,0.0,-0.7205417000076298,129,2048
2662400,2860.221435546875,-0.7430206103553829,1299,0.19238758087158203,-0.00019238759705331177,2.113368010879854,0.0,-0.7432129979524362,130,2048
2682880,2871.689453125,-0.7358660496738657,1309,0.171913743019104,-0.00017191375081893057,2.0986530976578828,0.0,-0.7360379634246846,131,2048
2703360,2886.09375,-0.7709627657772495,1319,0.15173351764678955,-0.00015173351857811213,2.1763833711862848,0.0,-0.7711144992958276,132,2048
2723840,2899.225341796875,-0.8020014493304402,1329,0.13144516944885254,-0.00013144518015906215,2.241131185201407,0.0,-0.8021328945105992,133,2048
2744320,2909.808349609375,-0.8228916121029598,1339,0.11093652248382568,-0.0001109365257434547,2.2966237754157355,0.0,-0.8230025486287033,134,2048
2764800,2919.619384765625,-0.8590229707319676,1349,0.09026491641998291,-9.026491898111999e-05,2.3755120603347244,0.0,-0.8591132356509488,135,2048
2785280,2928.251708984375,-0.8317709568475006,1359,0.06944823265075684,-6.944823689991608e-05,2.3287823150173486,0.0,-0.8318404050844005,136,2048
2805760,2940.10791015625,-0.8911375892395135,1369,0.04911041259765625,-4.911041469313204e-05,2.446961797899313,0.0,-0.8911866996542066,137,2048
2826240,2951.51708984375,-0.8830193481361908,1379,0.02878248691558838,-2.8782487788703293e-05,2.43510411108659,0.0,-0.8830481306239795,138,2048
2846720,2962.39892578125,-0.9093689827441198,1389,0.008348941802978516,-8.348942174052354e-06,2.500072207624152,0.0,-0.9093773316862939,139,2048
2867200,2972.39013671875,-0.9604865547073222,1399,-0.012190580368041992,1.2190581401227973e-05,2.6322120406713876,0.0,-0.960474364125921,140,2048
2887680,2981.529052734375,-0.9480101097834392,1409,-0.03294110298156738,3.2941105018835515e-05,2.598380590936067,0.0,-0.9479771686784204,141,2048
2908160,2990.791748046875,-0.962517386877553,1419,-0.05344390869140625,5.3443909564521164e-05,2.6343140404739875,0.0,-0.9624639429679884,142,2048
2928640,3000.944091796875,-1.0195676971404397,1429,-0.07389366626739502,7.389367237919942e-05,2.7907308330309903,0.0,-1.0194938034680605,143,2048
2949120,3009.8701171875,-1.044373076163338,1439,-0.0945749282836914,9.457493433728814e-05,2.855863331640813,0.0,-1.0442785012290008,144,2048
2969600,3018.65380859375,-1.032113432506649,1449,-0.11528623104095459,0.00011528623872436583,2.823849278393292,0.0,-1.0319981462679246,145,2048
2990080,3030.627197265625,-1.0670677480867492,1459,-0.13552117347717285,0.00013552118616644293,2.9239897500428196,0.0,-1.0669322269005828,146,2048
3010560,3043.08251953125,-1.025435715204328,1469,-0.15575408935546875,0.00015575409634038806,2.8181712731395288,0.0,-1.0252799611079877,147,2048
3031040,3056.447509765625,-1.0767709196074122,1479,-0.175667405128479,0.0001756674173520878,2.9641954358673903,0.0,-1.0765952521900601,148,2048
3051520,3069.5859375,-1.1117501302911972,1489,-0.19553720951080322,0.0001955372135853395,3.069638145011943,0.0,-1.1115545930776118,149,2048
3072000,3082.4580078125,-1.1374327881211446,1499,-0.21556305885314941,0.00021556306455750018,3.161390441577507,0.0,-1.137217225056587,150,2048
3092480,3094.88720703125,-1.159067331156556,1509,-0.23579895496368408,0.00023579897242598236,3.2146443025072973,0.0,-1.15883153218413,151,2048
3112960,3107.140380859375,-1.1765985127263798,1519,-0.2560720443725586,0.000256072060437873,3.267551581389897,0.0,-1.176342440665942,152,2048
3133440,3118.35595703125,-1.181682874057788,1529,-0.27625763416290283,0.00027625763323158026,3.2898755019973844,0.0,-1.1814066164245565,153,2048
3153920,3128.813720703125,-1.248984028651153,1539,-0.2965463399887085,0.0002965463500004262,3.5038685983709668,0.0,-1.2486874823011527,154,2048
3174400,3138.7119140625,-1.2703590092490087,1549,-0.31694769859313965,0.0003169477276969701,3.57597100744974,0.0,-1.2700420615213117,155,2048
3194880,3147.168212890625,-1.2766183668827937,1559,-0.33743321895599365,0.00033743324456736445,3.615636289366793,0.0,-1.2762809336382264,156,2048
3215360,3155.2861328125,-1.3026326766405187,1569,-0.35809314250946045,0.00035809315158985555,3.709339217534516,0.0,-1.3022745834889289,157,2048
3235840,3164.3994140625,-1.289689791360813,1579,-0.37824249267578125,0.0003782425192184746,3.659199288392457,0.0,-1.2893115488415945,158,2048
3256320,3176.82080078125,-1.3198602340622798,1589,-0.3978229761123657,0.00039782299427315593,3.791341897244269,0.0,-1.3194624110680067,159,2048
3276800,3187.189697265625,-1.3554927076681633,1599,-0.4178273677825928,0.00041782739572227,3.9078624955767856,0.0,-1.355074880272441,160,2048
3297280,3195.532958984375,-1.3755792930085418,1609,-0.4382157325744629,0.0004382157640065998,3.9804786412314788,0.0,-1.3751410772445352,161,2048
3317760,3203.63427734375,-1.4132081042398101,1619,-0.4587198495864868,0.000458719878224656,4.126392563046353,0.0,-1.4127493843615855,162,2048
3338240,3213.04296875,-1.3782081909405144,1629,-0.479103684425354,0.0004791037063114345,4.009053567750892,0.0,-1.377729087234203,163,2048
3358720,3223.591796875,-1.4017226228694382,1639,-0.4991523027420044,0.0004991523455828428,4.08962251060117,0.0,-1.4012234705238553,164,2048
3379200,3234.576904296875,-1.4190390694710024,1649,-0.5189239978790283,0.0005189240328036249,4.1708879513560255,0.0,-1.4185201454381988,165,2048
3399680,3245.708740234375,-1.4558941869255575,1659,-0.5387214422225952,0.0005387214478105307,4.316386219070197,0.0,-1.455355465477747,166,2048
3420160,3255.67138671875,-1.4849301609570489,1669,-0.5587846040725708,0.0005587846389971673,4.441754603922629,0.0,-1.4843713763180517,167,2048
3440640,3263.4736328125,-1.4965621721591176,1679,-0.5790669918060303,0.0005790670402348042,4.49445892510485,0.0,-1.4959831051188828,168,2048
3461120,3271.12890625,-1.520343684144171,1689,-0.5994504690170288,0.0005994504899717867,4.605828898585193,0.0,-1.5197442336541993,169,2048
3481600,3278.75830078125,-1.5175328394487386,1699,-0.6198825836181641,0.000619882601313293,4.6155137987304045,0.0,-1.5169129568474253,170,2048
3502080,3288.565673828125,-1.532628708904266,1709,-0.6397992372512817,0.0006397992838174105,4.67734719125038,0.0,-1.5319889096204486,171,2048
3522560,3299.482177734375,-1.593258210211665,1719,-0.659557580947876,0.0006595575832761824,4.948920898630023,0.0,-1.5925986526283888,172,2048
3543040,3308.39697265625,-1.5688264670855943,1729,-0.6796760559082031,0.0006796760717406869,4.8746125634126445,0.0,-1.5681467910138536,173,2048
3563520,3318.173583984375,-1.5728439881180458,1739,-0.6995275020599365,0.0006995275616645813,4.882598751676365,0.0,-1.5721444605563812,174,2048
3584000,3328.778564453125,-1.637439536362625,1749,-0.7192000150680542,0.0007192000630311668,5.186723383597079,0.0,-1.636720336299594,175,2048
3604480,3337.443359375,-1.670950650426107,1759,-0.7392677068710327,0.0007392677362076938,5.366689360043195,0.0,-1.6702113826898992,176,2048
3624960,3345.173583984375,-1.708994380548611,1769,-0.7596654891967773,0.0007596655050292611,5.568974019415583,0.0,-1.7082347150435817,177,2048
3645440,3352.127685546875,-1.6520071373222538,1779,-0.7800185680389404,0.0007800186285749078,5.270339203675454,0.0,-1.6512271186936789,178,2048
3665920,3361.891845703125,-1.477173377564433,1789,-0.7993947267532349,0.0007993947365321219,4.638600773977301,0.0,-1.4763739828279008,179,2048
3686400,3397.46240234375,-0.4473572202717165,1799,-0.8117806911468506,0.0008117807446978986,3.2225592743757367,0.0,-0.4465454395270186,180,2048
3706880,3471.32763671875,-1.0883929654901836,1809,-0.8130265474319458,0.0008130265632644296,4.087986506199653,0.0,-1.0875799389269192,181,2048
3727360,3559.553466796875,-1.3019781072628658,1819,-0.8172600269317627,0.000817260064650327,4.331360090034963,0.0,-1.3011608471982155,182,2048
3747840,3621.947998046875,-1.5900783842954676,1829,-0.8270668983459473,0.0008270669495686889,5.159560307646046,0.0,-1.5892513173458989,183,2048
3768320,3660.16455078125,-1.6728957752185327,1839,-0.8415075540542603,0.0008415075717493892,5.467297774817792,0.0,-1.6720542676467833,184,2048
3788800,3681.154541015625,-1.736148975887317,1849,-0.8587895631790161,0.0008587896008975804,5.771831818614464,0.0,-1.7352901862864194,185,2048
3809280,3693.3193359375,-1.7807236780778903,1859,-0.8777199983596802,0.0008777200127951801,6.034621301821167,0.0,-1.7798459580650952,186,2048
3829760,3700.99853515625,-1.827826604058194,1869,-0.8975486755371094,0.0008975487435236573,6.2765676138901405,0.0,-1.8269290553146704,187,2048
3850240,3706.479248046875,-1.8558975387574423,1879,-0.9179449081420898,0.00091794494073838,6.446914303051949,0.0,-1.854979593816704,188,2048
3870720,3710.765380859375,-1.881763939659849,1889,-0.938662052154541,0.0009386620949953794,6.63527346829042,0.0,-1.8808252775648535,189,2048
3891200,3714.017578125,-1.9019805641896088,1899,-0.9594988822937012,0.000959498924203217,6.753920369386547,0.0,-1.9010210652654056,190,2048
3911680,3717.71826171875,-1.925336063161563,1909,-0.9802778959274292,0.0009802778949961066,6.902239410111074,0.0,-1.924355785266567,191,2048
3932160,3721.180908203125,-1.9525586805620145,1919,-1.0011717081069946,0.0010011717677116394,7.092108970469832,0.0,-1.951557508794303,192,2048
3952640,3724.4873046875,-1.9778746540521894,1929,-1.0222041606903076,0.0010222041746601462,7.2778327676959975,0.0,-1.9768524498775293,193,2048
3973120,3727.76708984375,-1.9148193928939108,1939,-1.0432031154632568,0.0010432031704112887,6.8517636817410095,0.0,-1.9137761897234995,194,2048
3993600,3732.5625,-2.0100086606101715,1949,-1.0636852979660034,0.0010636853985488415,7.561490287749653,0.0,-2.0089449752116226,195,2048
4014080,3736.9072265625,-2.03061545834833,1959,-1.0843347311019897,0.0010843347990885377,7.675062103840936,0.0,-2.0295311235492415,196,2048
