bc/prob_true_act,bc/neglogp,bc/l2_norm,bc/l2_loss,bc/ent_loss,bc/batch,bc/samples_so_far,bc/entropy,bc/epoch,bc/loss,batch_size
0.16041404008865356,1.834082841873169,475.303955078125,0.0,-0.002782525261864066,27,57344,2.782525062561035,1,1.8313002586364746,2048
0.16978608071804047,1.7800896167755127,487.6139221191406,0.0,-0.0027217241004109383,55,114688,2.721724033355713,2,1.7773679494857788,2048
0.18034681677818298,1.7202327251434326,498.17254638671875,0.0,-0.0026625990867614746,83,172032,2.6625988483428955,3,1.7175700664520264,2048
0.190974622964859,1.6622583866119385,509.2137145996094,0.0,-0.0026045108679682016,111,229376,2.60451078414917,4,1.659653902053833,2048
0.20162934064865112,1.6090302467346191,519.9586791992188,0.0,-0.0025470673572272062,139,286720,2.547067165374756,5,1.6064832210540771,2048
0.2131159007549286,1.5542526245117188,530.1544189453125,0.0,-0.0024900499265640974,167,344064,2.4900498390197754,6,1.551762580871582,2048
0.22327736020088196,1.5069692134857178,540.4451904296875,0.0,-0.0024333822075277567,195,401408,2.433382034301758,7,1.5045357942581177,2048
0.23655156791210175,1.4486846923828125,549.2432861328125,0.0,-0.002377009717747569,223,458752,2.377009630203247,8,1.44630765914917,2048
0.25152498483657837,1.3896723985671997,559.353271484375,0.0,-0.0023209191858768463,251,516096,2.3209190368652344,9,1.3873515129089355,2048
0.26207178831100464,1.354278564453125,570.3486328125,0.0,-0.002264990471303463,279,573440,2.2649903297424316,10,1.3520135879516602,2048
0.2782791256904602,1.28932785987854,583.162353515625,0.0,-0.002209307858720422,307,630784,2.2093076705932617,11,1.2871185541152954,2048
0.2933764159679413,1.241730809211731,596.9178466796875,0.0,-0.0021538008004426956,335,688128,2.1538007259368896,12,1.239577054977417,2048
0.30794256925582886,1.1950414180755615,611.3403930664062,0.0,-0.00209853146225214,363,745472,2.0985312461853027,13,1.1929428577423096,2048
0.3239612877368927,1.1445008516311646,627.5010986328125,0.0,-0.002043448155745864,391,802816,2.043447971343994,14,1.142457365989685,2048
0.3437004089355469,1.0897002220153809,643.5,0.0,-0.001988569274544716,419,860160,1.9885692596435547,15,1.0877116918563843,2048
0.35967376828193665,1.0499186515808105,660.490966796875,0.0,-0.0019339881837368011,447,917504,1.933988094329834,16,1.0479847192764282,2048
0.37668803334236145,0.9968470335006714,676.8985595703125,0.0,-0.0018796540098264813,475,974848,1.8796539306640625,17,0.9949674010276794,2048
0.39696863293647766,0.9460938572883606,693.0360107421875,0.0,-0.0018254624446853995,503,1032192,1.8254623413085938,18,0.9442684054374695,2048
0.4204067587852478,0.8940696716308594,710.8489379882812,0.0,-0.0017714363057166338,531,1089536,1.7714362144470215,19,0.8922982215881348,2048
0.42824918031692505,0.8653650283813477,731.9483642578125,0.0,-0.001717785489745438,559,1146880,1.717785358428955,20,0.8636472225189209,2048
0.46272629499435425,0.8096712827682495,748.9965209960938,0.0,-0.0016647238517180085,587,1204224,1.6647237539291382,21,0.8080065846443176,2048
0.4834737181663513,0.7676796913146973,767.4378662109375,0.0,-0.0016117077320814133,615,1261568,1.6117076873779297,22,0.7660679817199707,2048
0.510006308555603,0.7100275158882141,787.4929809570312,0.0,-0.0015588440001010895,643,1318912,1.558843970298767,23,0.7084686756134033,2048
0.5274198055267334,0.6698125600814819,809.6578979492188,0.0,-0.0015062332386150956,671,1376256,1.5062332153320312,24,0.6683063507080078,2048
0.5664759874343872,0.6172490119934082,833.8975830078125,0.0,-0.001453989651054144,699,1433600,1.4539896249771118,25,0.6157950162887573,2048
0.592993974685669,0.5716451406478882,864.04833984375,0.0,-0.001401945948600769,727,1490944,1.4019458293914795,26,0.5702431797981262,2048
0.6236245632171631,0.5278133153915405,895.3053588867188,0.0,-0.001350220525637269,755,1548288,1.3502204418182373,27,0.5264630913734436,2048
0.6455813050270081,0.5051469802856445,935.9398193359375,0.0,-0.0012987857917323709,783,1605632,1.29878568649292,28,0.5038481950759888,2048
0.6728726029396057,0.4642546772956848,976.1375122070312,0.0,-0.0012477942509576678,811,1662976,1.2477941513061523,29,0.4630068838596344,2048
0.7084213495254517,0.40125128626823425,1013.334228515625,0.0,-0.0011972615029662848,839,1720320,1.1972614526748657,30,0.40005403757095337,2048
0.7480683922767639,0.3697897791862488,1050.4478759765625,0.0,-0.001147097209468484,867,1777664,1.147097110748291,31,0.3686426877975464,2048
0.7628217935562134,0.33607926964759827,1093.2059326171875,0.0,-0.0010975708719342947,895,1835008,1.097570776939392,32,0.3349817097187042,2048
0.6828527450561523,0.43427154421806335,1173.449951171875,0.0,-0.0010758141288533807,923,1892352,1.075814127922058,33,0.43319573998451233,2048
0.7894223928451538,0.31808775663375854,1195.23095703125,0.0,-0.0010375281563028693,951,1949696,1.037528157234192,34,0.3170502185821533,2048
0.8280174732208252,0.27646806836128235,1196.8280029296875,0.0,-0.0009912194218486547,979,2007040,0.9912193417549133,35,0.2754768431186676,2048
0.8578932285308838,0.2858756184577942,1197.6739501953125,0.0,-0.0009446238982491195,1007,2064384,0.9446238279342651,36,0.2849310040473938,2048
0.9196034669876099,0.18275246024131775,1198.392333984375,0.0,-0.0008987211622297764,1035,2121728,0.8987210988998413,37,0.1818537414073944,2048
0.9367647171020508,0.18083304166793823,1199.183837890625,0.0,-0.0008528746548108757,1063,2179072,0.8528746366500854,38,0.17998017370700836,2048
0.9892784357070923,0.1384202241897583,1199.9478759765625,0.0,-0.0008077553939074278,1091,2236416,0.8077553510665894,39,0.1376124620437622,2048
