bc/neglogp,batch_size,bc/prob_true_act,bc/epoch,bc/l2_norm,bc/entropy,bc/batch,bc/ent_loss,bc/samples_so_far,bc/loss,bc/l2_loss
2.4674899578094482,4096,0.08871647715568542,0,128.50010681152344,2.837877035140991,0,-0.002837877254933119,4096,2.4646520614624023,0.0
2.031649351119995,4096,0.13412749767303467,2,202.57275390625,2.7875609397888184,24,-0.0027875611558556557,102400,2.0288617610931396,0.0
1.9841053485870361,4096,0.14249300956726074,4,214.72801208496094,2.734476089477539,48,-0.0027344762347638607,200704,1.9813709259033203,0.0
1.949021577835083,4096,0.14714479446411133,6,215.93905639648438,2.6831438541412354,72,-0.002683144062757492,299008,1.946338415145874,0.0
1.9114477634429932,4096,0.15356597304344177,8,216.09201049804688,2.633350372314453,96,-0.002633350435644388,397312,1.9088144302368164,0.0
1.8747107982635498,4096,0.15962934494018555,10,216.10653686523438,2.584723949432373,120,-0.002584723988547921,495616,1.8721261024475098,0.0
1.8494369983673096,4096,0.16467511653900146,12,216.11317443847656,2.5370399951934814,144,-0.002537040039896965,593920,1.8468999862670898,0.0
1.8092114925384521,4096,0.1715087592601776,14,216.11935424804688,2.490187644958496,168,-0.0024901877623051405,692224,1.8067213296890259,0.0
1.7684600353240967,4096,0.17907430231571198,16,216.12774658203125,2.4440841674804688,192,-0.002444084268063307,790528,1.7660160064697266,0.0
1.740814447402954,4096,0.1849493682384491,18,216.13665771484375,2.398733139038086,216,-0.0023987332824617624,888832,1.7384157180786133,0.0
1.720493197441101,4096,0.1901804506778717,20,216.1454620361328,2.354093551635742,240,-0.0023540935944765806,987136,1.7181390523910522,0.0
1.688227653503418,4096,0.1970731019973755,22,216.15965270996094,2.3102259635925293,264,-0.002310225972905755,1085440,1.6859173774719238,0.0
1.670568585395813,4096,0.2022731900215149,24,216.1732177734375,2.2670278549194336,288,-0.002267027972266078,1183744,1.6683015823364258,0.0
1.6481422185897827,4096,0.20744088292121887,26,216.1793212890625,2.2246971130371094,312,-0.0022246972657740116,1282048,1.645917534828186,0.0
1.6162378787994385,4096,0.21443936228752136,28,216.19374084472656,2.1832218170166016,336,-0.0021832219790667295,1380352,1.6140546798706055,0.0
1.5920767784118652,4096,0.2207779884338379,30,216.21151733398438,2.1425230503082275,360,-0.002142523182556033,1478656,1.589934229850769,0.0
1.5624041557312012,4096,0.2278379201889038,32,216.22671508789062,2.102677822113037,384,-0.002102677943184972,1576960,1.560301423072815,0.0
1.559627652168274,4096,0.23168207705020905,34,216.23190307617188,2.0637106895446777,408,-0.0020637107081711292,1675264,1.5575639009475708,0.0
1.527212381362915,4096,0.24014239013195038,36,216.26039123535156,2.025801658630371,432,-0.0020258016884326935,1773568,1.525186538696289,0.0
1.514561653137207,4096,0.2445528656244278,38,216.27476501464844,1.988771915435791,456,-0.0019887720700353384,1871872,1.5125728845596313,0.0
1.5077351331710815,4096,0.24828274548053741,40,216.28993225097656,1.9527876377105713,480,-0.0019527877448126674,1970176,1.5057823657989502,0.0
1.4806406497955322,4096,0.2559686303138733,42,216.29664611816406,1.9177987575531006,504,-0.0019177988870069385,2068480,1.4787228107452393,0.0
1.464981198310852,4096,0.26132312417030334,44,216.31344604492188,1.883915901184082,528,-0.0018839159747585654,2166784,1.463097333908081,0.0
1.4496612548828125,4096,0.26733583211898804,46,216.33596801757812,1.8510968685150146,552,-0.0018510969821363688,2265088,1.447810173034668,0.0
1.4379421472549438,4096,0.27174022793769836,48,216.34609985351562,1.8193902969360352,576,-0.0018193903379142284,2363392,1.4361227750778198,0.0
1.4311833381652832,4096,0.2747992277145386,50,216.35299682617188,1.7888191938400269,600,-0.0017888193251565099,2461696,1.4293944835662842,0.0
1.40631902217865,4096,0.2808491289615631,52,216.3732147216797,1.759371280670166,624,-0.0017593713710084558,2560000,1.40455961227417,0.0
1.4142831563949585,4096,0.2842261791229248,54,216.40084838867188,1.7311530113220215,648,-0.0017311531119048595,2658304,1.412551999092102,0.0
1.3831177949905396,4096,0.29189634323120117,56,216.41177368164062,1.7041667699813843,672,-0.0017041668761521578,2756608,1.3814135789871216,0.0
1.3917207717895508,4096,0.2933998703956604,58,216.41549682617188,1.6782374382019043,696,-0.0016782375751063228,2854912,1.3900425434112549,0.0
1.3648920059204102,4096,0.3013385534286499,60,216.4450225830078,1.6534993648529053,720,-0.001653499435633421,2953216,1.3632384538650513,0.0
1.3642668724060059,4096,0.30428630113601685,62,216.46177673339844,1.629960298538208,744,-0.0016299603739753366,3051520,1.362636923789978,0.0
1.3775397539138794,4096,0.30337226390838623,64,216.47853088378906,1.6076040267944336,768,-0.0016076040919870138,3149824,1.3759320974349976,0.0
1.3737828731536865,4096,0.31005212664604187,66,216.4983367919922,1.586362600326538,792,-0.0015863627195358276,3248128,1.3721965551376343,0.0
1.3423678874969482,4096,0.31479665637016296,68,216.50912475585938,1.5662263631820679,816,-0.0015662264777347445,3346432,1.34080171585083,0.0
1.3486454486846924,4096,0.31572404503822327,70,216.51010131835938,1.5472369194030762,840,-0.0015472370432689786,3444736,1.3470982313156128,0.0
1.3249027729034424,4096,0.3201122581958771,72,216.51425170898438,1.5293347835540771,864,-0.0015293348114937544,3543040,1.3233734369277954,0.0
1.3347227573394775,4096,0.3233191967010498,74,216.52523803710938,1.5125837326049805,888,-0.0015125838108360767,3641344,1.3332102298736572,0.0
1.3454511165618896,4096,0.3213422894477844,76,216.5373992919922,1.4966199398040771,912,-0.0014966200105845928,3739648,1.3439544439315796,0.0
1.3534694910049438,4096,0.3242875039577484,78,216.5509490966797,1.4817441701889038,936,-0.0014817442279309034,3837952,1.3519877195358276,0.0
1.3336920738220215,4096,0.3289305567741394,80,216.56492614746094,1.468002200126648,960,-0.0014680022140964866,3936256,1.3322241306304932,0.0
1.3723578453063965,4096,0.3218102753162384,82,216.56845092773438,1.455180287361145,984,-0.0014551803469657898,4034560,1.37090265750885,0.0
1.2949891090393066,4096,0.3375468850135803,84,216.5797576904297,1.4434423446655273,1008,-0.0014434424228966236,4132864,1.2935457229614258,0.0
1.3239936828613281,4096,0.32904186844825745,86,216.5580596923828,1.4322055578231812,1032,-0.0014322056667879224,4231168,1.322561502456665,0.0
1.3348195552825928,4096,0.33313536643981934,88,216.5770721435547,1.4219791889190674,1056,-0.0014219792792573571,4329472,1.333397626876831,0.0
1.3037772178649902,4096,0.3367271423339844,90,216.57835388183594,1.4124276638031006,1080,-0.0014124277513474226,4427776,1.3023648262023926,0.0
1.3616434335708618,4096,0.3345923125743866,92,216.6066131591797,1.403743028640747,1104,-0.0014037430519238114,4526080,1.3602397441864014,0.0
1.3265929222106934,4096,0.33420222997665405,94,216.58132934570312,1.3955433368682861,1128,-0.0013955434551462531,4624384,1.3251973390579224,0.0
1.3231441974639893,4096,0.33452388644218445,96,216.5891571044922,1.3882358074188232,1152,-0.0013882358325645328,4722688,1.3217560052871704,0.0
1.3023626804351807,4096,0.34160828590393066,98,216.6132354736328,1.3815891742706299,1176,-0.0013815892161801457,4820992,1.300981044769287,0.0
1.3026140928268433,4096,0.34157615900039673,100,216.61402893066406,1.3754310607910156,1200,-0.0013754310784861445,4919296,1.3012386560440063,0.0
1.3402109146118164,4096,0.33462148904800415,102,216.60638427734375,1.369828701019287,1224,-0.001369828823953867,5017600,1.3388410806655884,0.0
1.3022832870483398,4096,0.34315046668052673,104,216.61691284179688,1.3647552728652954,1248,-0.0013647553278133273,5115904,1.3009185791015625,0.0
1.325284481048584,4096,0.34431028366088867,106,216.64834594726562,1.3601257801055908,1272,-0.0013601258397102356,5214208,1.3239243030548096,0.0
1.316298007965088,4096,0.3385313153266907,108,216.61839294433594,1.3558399677276611,1296,-0.001355840009637177,5312512,1.3149421215057373,0.0
1.3296043872833252,4096,0.34002918004989624,110,216.63763427734375,1.3521268367767334,1320,-0.001352126942947507,5410816,1.3282523155212402,0.0
1.2944080829620361,4096,0.34450554847717285,112,216.64181518554688,1.3485565185546875,1344,-0.0013485566014423966,5509120,1.2930594682693481,0.0
1.320690393447876,4096,0.340873122215271,114,216.63616943359375,1.3457551002502441,1368,-0.0013457551831379533,5607424,1.3193446397781372,0.0
1.3280301094055176,4096,0.3365275263786316,116,216.61663818359375,1.3428239822387695,1392,-0.0013428240781649947,5705728,1.3266873359680176,0.0
1.3147146701812744,4096,0.34008222818374634,118,216.62387084960938,1.3402509689331055,1416,-0.0013402510667219758,5804032,1.313374400138855,0.0
1.3309962749481201,4096,0.3444339632987976,120,216.65545654296875,1.3381701707839966,1440,-0.0013381702592596412,5902336,1.3296581506729126,0.0
1.3144967555999756,4096,0.351131796836853,122,216.67098999023438,1.336146354675293,1464,-0.00133614637888968,6000640,1.3131606578826904,0.0
1.3122575283050537,4096,0.3416193723678589,124,216.6549835205078,1.3342804908752441,1488,-0.0013342805905267596,6098944,1.3109232187271118,0.0
1.2962357997894287,4096,0.3459758758544922,126,216.65736389160156,1.3326473236083984,1512,-0.0013326473999768496,6197248,1.2949031591415405,0.0
1.3167375326156616,4096,0.3431134819984436,128,216.66744995117188,1.3310295343399048,1536,-0.0013310295762494206,6295552,1.3154065608978271,0.0
1.3186898231506348,4096,0.3449544906616211,130,216.67010498046875,1.3297677040100098,1560,-0.0013297677505761385,6393856,1.3173600435256958,0.0
1.3168156147003174,4096,0.34522855281829834,132,216.6814422607422,1.328751802444458,1584,-0.0013287519104778767,6492160,1.3154869079589844,0.0
1.3111436367034912,4096,0.34069305658340454,134,216.65003967285156,1.3278342485427856,1608,-0.0013278343249112368,6590464,1.309815764427185,0.0
1.312152624130249,4096,0.34217727184295654,136,216.6704864501953,1.327235460281372,1632,-0.001327235484495759,6688768,1.3108253479003906,0.0
1.2867342233657837,4096,0.34764090180397034,138,216.6854248046875,1.326572299003601,1656,-0.0013265723828226328,6787072,1.2854076623916626,0.0
1.3064537048339844,4096,0.34772664308547974,140,216.7003173828125,1.326127290725708,1680,-0.0013261273270472884,6885376,1.3051276206970215,0.0
1.3115419149398804,4096,0.3457501530647278,142,216.69677734375,1.3253297805786133,1704,-0.001325329882092774,6983680,1.3102165460586548,0.0
1.3258702754974365,4096,0.3400757610797882,144,216.685302734375,1.3249119520187378,1728,-0.001324912067502737,7081984,1.3245453834533691,0.0
1.3105292320251465,4096,0.3440808653831482,146,216.6845245361328,1.3243706226348877,1752,-0.0013243707362562418,7180288,1.3092048168182373,0.0
