bc/samples_so_far,bc/entropy,bc/epoch,bc/prob_true_act,bc/l2_norm,bc/loss,bc/batch,bc/neglogp,bc/l2_loss,batch_size,bc/ent_loss
3993600,-0.13663482666015625,195,1.684836699142946,2425.4541015625,0.04407572964946932,1949,0.043939094819782365,0.0,2048,0.00013663482968695462
4014080,-0.1337430477142334,196,1.6763320453037722,2429.650634765625,0.028149454420157385,1959,0.028015711361616527,0.0,2048,0.00013374305854085833
4034560,-0.13109982013702393,197,1.6717784490797734,2433.548828125,0.05054849966335618,1969,0.05041739984380123,0.0,2048,0.00013109981955494732
4055040,-0.12868356704711914,198,1.674422233032728,2437.355712890625,0.035887764823624546,1979,0.03575908124772986,0.0,2048,0.0001286835758946836
4075520,-0.12642574310302734,199,1.6898226288067473,2441.187255859375,0.017276704554119338,1989,0.01715027880973574,0.0,2048,0.00012642574438359588
4096000,-0.12427389621734619,200,1.6604519235258812,2444.931396484375,-0.015530176544934878,1999,-0.01565445045395791,0.0,2048,0.0001242739090230316
4116480,-0.12214410305023193,201,1.659687377160985,2448.772216796875,0.016334056941659642,2009,0.01621191283639752,0.0,2048,0.00012214410526212305
4136960,-0.12017714977264404,202,1.7176054853803882,2452.468994140625,-0.04214147244285008,2019,-0.04226164959483462,0.0,2048,0.00012017715198453516
4157440,-0.118324875831604,203,1.7402093566167065,2456.153564453125,-0.09271191451897726,2029,-0.09283023940132812,0.0,2048,0.00011832488235086203
4177920,-0.11676454544067383,204,1.731075278060461,2459.666748046875,-0.04771372903259897,2039,-0.04783049358583947,0.0,2048,0.00011676455324050039
4198400,-0.11513566970825195,205,1.7104189105868497,2463.172119140625,-0.02362658792009497,2049,-0.023741723597428425,0.0,2048,0.00011513567733345553
4218880,-0.1135246753692627,206,1.6832041936378674,2466.983154296875,-0.03449983742766551,2059,-0.03461336210611978,0.0,2048,0.00011352467845426872
4239360,-0.11191999912261963,207,1.7372629594222713,2470.38623046875,-0.10406542331510434,2069,-0.10417734331748658,0.0,2048,0.00011192000238224864
4259840,-0.11072492599487305,208,1.6842703106148678,2473.5986328125,-0.023804100626277164,2079,-0.02391482555989724,0.0,2048,0.00011072493362007663
4280320,-0.10969150066375732,209,1.6200378142203706,2476.83740234375,0.04092946619633864,2089,0.040819774688806376,0.0,2048,0.00010969150753226131
4300800,-0.10860872268676758,210,1.6967972544987187,2480.244384765625,-0.08231614453276563,2099,-0.08242475326138958,0.0,2048,0.00010860872862394899
4321280,-0.10768592357635498,211,1.7261757052498186,2483.55859375,-0.05255669517438971,2109,-0.05266438110058541,0.0,2048,0.00010768592619569972
4341760,-0.10684394836425781,212,1.7213061561055472,2486.856689453125,-0.12385578554099597,2119,-0.12396262949337655,0.0,2048,0.00010684395238058642
4362240,-0.10613572597503662,213,1.7057923131848827,2490.24755859375,-0.10298398844478568,2129,-0.10309012417727997,0.0,2048,0.00010613573249429464
4382720,-0.10569560527801514,214,1.7147210723278103,2493.623779296875,-0.07622403651368061,2139,-0.07632973212349882,0.0,2048,0.00010569560981821269
4403200,-0.10530495643615723,215,1.7384787907200792,2496.9189453125,-0.10470066950014614,2149,-0.10480597446380005,0.0,2048,0.00010530496365390718
4423680,-0.10511445999145508,216,1.69323386627117,2500.299560546875,-0.012359995590068104,2159,-0.012465110054599757,0.0,2048,0.00010511446453165263
4444160,-0.10491335391998291,217,1.727928447846394,2503.615234375,-0.13323462998843918,2169,-0.13333954334550238,0.0,2048,0.0001049133570631966
4464640,-0.10492026805877686,218,1.6954011216276275,2507.007568359375,-0.06285074266793689,2179,-0.06295566294443578,0.0,2048,0.00010492027649888769
4485120,-0.10494530200958252,219,1.7033123905918486,2510.37841796875,-0.08088743096824438,2189,-0.08099237627403746,0.0,2048,0.00010494530579308048
4505600,-0.10504269599914551,220,1.6836763056875763,2513.609619140625,-0.07204271796479231,2199,-0.07214776066655401,0.0,2048,0.00010504270176170394
4526080,-0.10515105724334717,221,1.7469758558467419,2516.982666015625,-0.10931825302813436,2209,-0.10942340409073281,0.0,2048,0.00010515106259845197
4546560,-0.10531008243560791,222,1.7450462045911073,2520.2880859375,-0.12211688820170513,2219,-0.1222221982876332,0.0,2048,0.00010531008592806756
4567040,-0.10560762882232666,223,1.7531852307834006,2523.482421875,-0.15332222582700156,2229,-0.15342783346321626,0.0,2048,0.0001056076362146996
4587520,-0.10617148876190186,224,1.7041021016641253,2526.83642578125,-0.08620902048817194,2239,-0.08631519198199791,0.0,2048,0.00010617149382596835
4608000,-0.10665535926818848,225,1.7656120654131495,2530.323974609375,-0.1757034943033533,2249,-0.1758101496701885,0.0,2048,0.0001066553668351844
4628480,-0.10726714134216309,226,1.7750429055234256,2533.449951171875,-0.17726716471951384,2259,-0.17737443186341714,0.0,2048,0.00010726714390330017
4648960,-0.10796499252319336,227,1.7254422127726277,2536.884521484375,-0.14208485261011966,2269,-0.14219281760566965,0.0,2048,0.00010796499554999173
4669440,-0.10869359970092773,228,1.7349023452296,2540.072021484375,-0.14745960913313033,2279,-0.14756830273579985,0.0,2048,0.00010869360266951844
4689920,-0.10854458808898926,229,1.1130135720821817,2543.33447265625,0.6806629177626807,2289,0.6805543731716232,0.0,2048,0.00010854459105757996
4710400,-0.10050475597381592,230,1.5159554079781603,2547.067626953125,0.18715843948671881,2299,0.1870579347269615,0.0,2048,0.00010050475975731388
4730880,-0.09296596050262451,231,1.484141111825831,2550.0634765625,0.15569930238904553,2309,0.15560633642359525,0.0,2048,9.296596545027569e-05
4751360,-0.08727467060089111,232,1.557494829455799,2552.0234375,0.07933694994142736,2319,0.07924967526640268,0.0,2048,8.727467502467334e-05
4771840,-0.08325791358947754,233,1.6472482876168684,2553.91748046875,-0.02858304951120522,2329,-0.028666307428345365,0.0,2048,8.325791714014485e-05
4792320,-0.08063077926635742,234,1.668200977234394,2555.888427734375,-0.0931298781421269,2339,-0.09321050892197534,0.0,2048,8.063077984843403e-05
4812800,-0.07913732528686523,235,1.668708235370075,2557.71826171875,-0.08351228328956783,2349,-0.0835914206209083,0.0,2048,7.913733134046197e-05
4833280,-0.07835400104522705,236,1.7002266033774613,2559.90966796875,-0.09349753593882888,2359,-0.0935758899405726,0.0,2048,7.835400174371898e-05
4853760,-0.07812631130218506,237,1.7312217517914872,2562.53466796875,-0.15936165075644598,2369,-0.15943977707164808,0.0,2048,7.812631520209834e-05
4874240,-0.0784987211227417,238,1.7101451772372112,2565.116943359375,-0.13123948608573213,2379,-0.13131798481354875,0.0,2048,7.84987278166227e-05
4894720,-0.07917988300323486,239,1.7245175240995825,2567.931640625,-0.14098398556982591,2389,-0.14106316545824246,0.0,2048,7.917988841654733e-05
4915200,-0.08020365238189697,240,1.704112025014474,2570.497802734375,-0.15508928221012963,2399,-0.15516948586943824,0.0,2048,8.020365930860862e-05
4935680,-0.08135426044464111,241,1.7620584839238704,2573.2548828125,-0.18115757783839065,2409,-0.18123893210308445,0.0,2048,8.135426469380036e-05
4956160,-0.08268165588378906,242,1.750904738342711,2575.833251953125,-0.20986768531760702,2419,-0.20995036697890412,0.0,2048,8.268166129710153e-05
4976640,-0.0842287540435791,243,1.7669107108570152,2578.716064453125,-0.22134301431094755,2429,-0.2214272430663881,0.0,2048,8.422875544056296e-05
4997120,-0.08590948581695557,244,1.737834802382772,2581.34619140625,-0.17157425299761972,2439,-0.17166016248471724,0.0,2048,8.59094870975241e-05
5017600,-0.08756661415100098,245,1.7620471183392001,2584.123291015625,-0.2035159088264352,2449,-0.20360347544198318,0.0,2048,8.756661554798484e-05
5038080,-0.08926093578338623,246,1.7315837916333063,2586.72412109375,-0.21011736005853698,2459,-0.21020662099723075,0.0,2048,8.926093869376928e-05
5058560,-0.0911109447479248,247,1.7657956575075078,2589.376953125,-0.22826276589349387,2469,-0.2283538768389985,0.0,2048,9.11109455046244e-05
5079040,-0.09315478801727295,248,1.7547903828834022,2592.347412109375,-0.21249716314094502,2479,-0.2125903179320473,0.0,2048,9.315479110227898e-05
5099520,-0.09534871578216553,249,1.7584788968980316,2595.27001953125,-0.18757714661058456,2489,-0.1876724953284622,0.0,2048,9.534871787764132e-05
5120000,-0.09768199920654297,250,1.7950847749364867,2598.156005859375,-0.25775305221627615,2499,-0.25785073421734533,0.0,2048,9.768200106918812e-05
5140480,-0.10013926029205322,251,1.8073585722391194,2601.22216796875,-0.24049924984628712,2509,-0.2405993891128656,0.0,2048,0.0001001392665784806
5160960,-0.10270166397094727,252,1.8141511900753993,2604.1484375,-0.26947467276747805,2519,-0.26957737443715335,0.0,2048,0.00010270166967529804
5181440,-0.10530054569244385,253,1.8495578589452855,2607.343505859375,-0.30434093064438883,2529,-0.30444623119153646,0.0,2048,0.00010530054714763537
5201920,-0.10794103145599365,254,1.7574374394618268,2610.539794921875,-0.21198837788075972,2539,-0.2120963189165813,0.0,2048,0.00010794103582156822
5222400,-0.11054730415344238,255,1.8419229496504739,2613.717041015625,-0.2723437853204176,2549,-0.2724543326333604,0.0,2048,0.00011054731294279918
5242880,-0.11304664611816406,256,1.8625854500326626,2617.122802734375,-0.30388731716866135,2559,-0.30400036381670037,0.0,2048,0.00011304664803901687
5263360,-0.11579513549804688,257,1.8245230446528669,2620.5400390625,-0.2626783396219421,2569,-0.26279413476296987,0.0,2048,0.00011579514102777466
5283840,-0.11877334117889404,258,1.8481424639834276,2623.813720703125,-0.2759775674734627,2579,-0.27609634081673706,0.0,2048,0.00011877334327436984
5304320,-0.12182450294494629,259,1.8328583055605543,2627.253173828125,-0.25686797773240416,2589,-0.2569898022412281,0.0,2048,0.00012182450882392004
5324800,-0.12498843669891357,260,1.8727938724415427,2630.56201171875,-0.3157942790802117,2599,-0.31591926751737626,0.0,2048,0.00012498843716457486
5345280,-0.1282970905303955,261,1.8285977879289779,2633.841064453125,-0.2585812096885243,2609,-0.25870950678010246,0.0,2048,0.0001282970915781334
5365760,-0.13163542747497559,262,1.9071989139110732,2637.4189453125,-0.3083661386671918,2619,-0.30849777409909057,0.0,2048,0.00013163543189875782
5386240,-0.13509631156921387,263,1.8738212043752704,2640.9794921875,-0.30416905663936983,2629,-0.30430415295326735,0.0,2048,0.0001350963138975203
5406720,-0.1387389898300171,264,1.8885959337574525,2644.71142578125,-0.2927043509027176,2639,-0.29284308989569086,0.0,2048,0.00013873899297323078
5427200,-0.14242351055145264,265,1.8743031761055224,2648.402099609375,-0.30216096397394193,2649,-0.30230338749729907,0.0,2048,0.00014242352335713804
5447680,-0.1461554765701294,266,1.8960116316767617,2652.22021484375,-0.3314678230971727,2659,-0.3316139785756055,0.0,2048,0.00014615547843277454
5468160,-0.14992380142211914,267,1.8975404968836782,2655.999267578125,-0.3212417149395642,2669,-0.3213916387528607,0.0,2048,0.00014992381329648197
5488640,-0.15365231037139893,268,1.928157979492397,2659.875,-0.3340154145233398,2679,-0.33416906684290804,0.0,2048,0.00015365231956820935
5509120,-0.15743613243103027,269,1.9386929633590748,2663.83935546875,-0.34268737108278724,2689,-0.34284480722045696,0.0,2048,0.00015743613766971976
5529600,-0.16136598587036133,270,1.99050548514367,2667.82666015625,-0.40799069951106415,2699,-0.4081520655098566,0.0,2048,0.00016136599879246205
5550080,-0.1653757095336914,271,1.95331037655362,2671.994384765625,-0.3790397868917175,2709,-0.3792051626125435,0.0,2048,0.00016537572082597762
5570560,-0.16945576667785645,272,1.9847495581517802,2676.00830078125,-0.3720588937066775,2719,-0.3722283494789433,0.0,2048,0.0001694557722657919
5591040,-0.17373502254486084,273,1.9704420537948424,2680.03173828125,-0.3307932431855251,2729,-0.3309669782103983,0.0,2048,0.00017373502487316728
5611520,-0.17795312404632568,274,1.958411922077377,2684.1845703125,-0.33653779271477335,2739,-0.3367157458451061,0.0,2048,0.00017795313033275306
5632000,-0.1821516752243042,275,1.990421472537903,2688.45849609375,-0.35470769941432456,2749,-0.35488985109234283,0.0,2048,0.00018215167801827192
5652480,-0.18643712997436523,276,1.9913584410111727,2692.803955078125,-0.36752623276372665,2759,-0.3677126699080201,0.0,2048,0.00018643714429344982
5672960,-0.1908421516418457,277,2.0108871255376872,2696.898193359375,-0.37220590147863575,2769,-0.372396743633188,0.0,2048,0.00019084215455222875
5693440,-0.19542503356933594,278,2.0495320610319743,2701.180908203125,-0.4122208888772979,2779,-0.41241631392472067,0.0,2048,0.00019542504742275923
5713920,-0.20025849342346191,279,2.069705186540112,2705.406494140625,-0.4371744613359584,2789,-0.43737471984568,0.0,2048,0.00020025850972160697
5734400,-0.20527899265289307,280,2.050545015461866,2709.554443359375,-0.37301672047309087,2799,-0.37322199948087775,0.0,2048,0.0002052790077868849
5754880,-0.21037280559539795,281,2.0274215560014106,2713.8037109375,-0.4078727461380059,2809,-0.408083118956407,0.0,2048,0.00021037281840108335
5775360,-0.21536314487457275,282,2.0146778435678874,2718.24560546875,-0.36381028826680717,2819,-0.36402565141715326,0.0,2048,0.00021536315034609288
5795840,-0.220239520072937,283,2.0596629354929705,2722.587158203125,-0.41620920674552686,2829,-0.4164294462717698,0.0,2048,0.00022023952624294907
5816320,-0.22524404525756836,284,2.136736273154598,2726.9580078125,-0.4941399585348196,2839,-0.49436520259567684,0.0,2048,0.00022524406085722148
5836800,-0.23055589199066162,285,2.1131567705720613,2731.395751953125,-0.4259121614134869,2849,-0.4261427173163042,0.0,2048,0.00023055590281728655
5857280,-0.23580336570739746,286,2.140835359035952,2735.840087890625,-0.4443948827723869,2859,-0.4446306861540432,0.0,2048,0.00023580338165629655
5877760,-0.24131834506988525,287,2.164146701832729,2740.35009765625,-0.4580294071334571,2869,-0.4582707254872581,0.0,2048,0.0002413183538010344
5898240,-0.24685454368591309,288,2.1448439669967563,2745.005126953125,-0.47611814389283225,2879,-0.47636499845002234,0.0,2048,0.0002468545571900904
5918720,-0.25239264965057373,289,2.1888044780130214,2749.70849609375,-0.49807588170610056,2889,-0.4983282743729806,0.0,2048,0.00025239266688004136
5939200,-0.25808286666870117,290,2.1802767052569645,2754.365966796875,-0.4706191168840961,2899,-0.47087719975728404,0.0,2048,0.0002580828731879592
5959680,-0.26375114917755127,291,2.2392004611218965,2758.8671875,-0.5501740306641092,2909,-0.5504377818284207,0.0,2048,0.0002637511643115431
5980160,-0.26972687244415283,292,2.1680040038603545,2763.49169921875,-0.485679490659959,2919,-0.48594921753915526,0.0,2048,0.0002697268791962415
6000640,-0.2754884958267212,293,2.2318705032065087,2768.298828125,-0.5108430185262155,2929,-0.5111185070325196,0.0,2048,0.00027548850630410016
6021120,-0.2812992334365845,294,2.2496947337910367,2773.108642578125,-0.5244717813282949,2939,-0.5247530805889726,0.0,2048,0.0002812992606777698
6041600,-0.28737640380859375,295,2.284140033225637,2777.981689453125,-0.5601579368127647,2949,-0.5604453132442802,0.0,2048,0.00028737643151544034
6062080,-0.2936927080154419,296,2.21041679255136,2782.77734375,-0.46003149508511076,2959,-0.4603251878045349,0.0,2048,0.00029369271942414343
6082560,-0.29991090297698975,297,2.3498034590849084,2787.589111328125,-0.5976727669800448,2969,-0.597972677907469,0.0,2048,0.00029991092742420733
6103040,-0.3062821626663208,298,2.2974454768639774,2792.492431640625,-0.5374830861036825,2979,-0.5377893682670473,0.0,2048,0.00030628216336481273
6123520,-0.31267011165618896,299,2.3470709676760073,2797.369140625,-0.5545057464725716,2989,-0.5548184166065795,0.0,2048,0.00031267013400793076
6144000,-0.3190040588378906,300,2.3507289227919204,2802.340576171875,-0.5573118421759926,2999,-0.5576308462639343,0.0,2048,0.0003190040879417211
6164480,-0.3256511688232422,301,2.413472575180068,2807.1708984375,-0.5854186787140461,3009,-0.5857443298840335,0.0,2048,0.0003256511699873954
6184960,-0.3324441909790039,302,2.365713033372872,2812.0625,-0.5796616689622878,3019,-0.5799941131700306,0.0,2048,0.00033244420774281025
6205440,-0.33925390243530273,303,2.4088413278217007,2816.92919921875,-0.5892106899846734,3029,-0.5895499439066665,0.0,2048,0.0003392539219930768
6225920,-0.3460935354232788,304,2.4234088820773385,2821.98974609375,-0.560612506792199,3039,-0.56095860034718,0.0,2048,0.0003460935549810529
6246400,-0.3531227111816406,305,2.479855330131615,2827.0361328125,-0.6339094240625271,3049,-0.6342625468037439,0.0,2048,0.00035312274121679366
6266880,-0.3603323698043823,306,2.4942203634433566,2832.135009765625,-0.630663386267033,3059,-0.6310237186673382,0.0,2048,0.00036033240030519664
6287360,-0.3677026033401489,307,2.4935006954168584,2837.06103515625,-0.6392653522296132,3069,-0.6396330548548395,0.0,2048,0.00036770262522622943
6307840,-0.3750547170639038,308,2.4606461517978024,2842.146240234375,-0.5993290979252183,3079,-0.599704152672783,0.0,2048,0.00037505474756471813
6328320,-0.38215482234954834,309,2.5037804819088865,2847.1015625,-0.6534655547298177,3089,-0.6538477095605492,0.0,2048,0.0003821548307314515
6348800,-0.38941311836242676,310,2.5595441110880266,2852.328125,-0.680150962951937,3099,-0.6805403760742575,0.0,2048,0.0003894131223205477
6369280,-0.3967951536178589,311,2.612379569042556,2857.4453125,-0.7072093334608707,3109,-0.7076061286242674,0.0,2048,0.0003967951633967459
6389760,-0.4045146703720093,312,2.6029482871619,2862.534423828125,-0.7057536681509321,3119,-0.706158182843423,0.0,2048,0.0004045146924909204
6410240,-0.4124424457550049,313,2.5523086673292306,2867.813232421875,-0.6368778441051429,3129,-0.6372902865646349,0.0,2048,0.00041244245949201286
6430720,-0.4197474718093872,314,2.63224406195567,2873.04833984375,-0.6960804729024002,3139,-0.696500220394233,0.0,2048,0.00041974749183282256
6451200,-0.42700040340423584,315,2.6752263063413495,2878.421142578125,-0.7153944715328071,3149,-0.7158214719611242,0.0,2048,0.0004270004283171147
6471680,-0.434672474861145,316,2.6791835457356905,2883.692626953125,-0.7518940005743082,3159,-0.752328673063372,0.0,2048,0.0004346724890638143
6492160,-0.4425607919692993,317,2.7196362459684655,2889.060302734375,-0.7239193411888897,3169,-0.7243619020092643,0.0,2048,0.00044256082037463784
6512640,-0.45043134689331055,318,2.7837891299580853,2894.24169921875,-0.7680658739828758,3179,-0.7685163053521209,0.0,2048,0.00045043136924505234
6533120,-0.45823216438293457,319,2.6847400189108868,2899.58740234375,-0.6652793364374412,3189,-0.6657375686227789,0.0,2048,0.0004582321853376925
6553600,-0.4659428596496582,320,2.708300295154923,2904.89306640625,-0.7239576884395678,3199,-0.724423631335539,0.0,2048,0.0004659428959712386
6574080,-0.47400927543640137,321,2.8297295844175627,2910.266357421875,-0.7561761124780533,3209,-0.7566501217625701,0.0,2048,0.00047400928451679647
6594560,-0.4822514057159424,322,2.90639854467495,2915.478759765625,-0.8242880220659616,3219,-0.8247702734970561,0.0,2048,0.00048225143109448254
6615040,-0.49079036712646484,323,2.8586864327430557,2920.7685546875,-0.7711464960248481,3229,-0.7716372864324871,0.0,2048,0.0004907904076389968
6635520,-0.4995185136795044,324,2.9249675969132136,2926.010498046875,-0.8202873566530586,3239,-0.8207868751830363,0.0,2048,0.0004995185299776495
6656000,-0.5080469846725464,325,2.9251307626240504,2931.372314453125,-0.7989336753004106,3249,-0.79944172230045,0.0,2048,0.0005080470000393689
6676480,-0.516660213470459,326,2.9406125087823938,2936.69091796875,-0.7947360754326984,3259,-0.7952527356531538,0.0,2048,0.0005166602204553783
6696960,-0.5253893136978149,327,2.9493246622672356,2941.91552734375,-0.7969220830364817,3269,-0.797447472368806,0.0,2048,0.0005253893323242664
6717440,-0.5341329574584961,328,2.993092841402536,2947.43359375,-0.8160893696383072,3279,-0.8166235026344156,0.0,2048,0.0005341329961083829
6737920,-0.5428941249847412,329,3.1016188069475574,2953.035888671875,-0.904290239697522,3289,-0.9048331338197128,0.0,2048,0.0005428941221907735
6758400,-0.5517110824584961,330,3.0546093230031515,2958.440185546875,-0.881715232970311,3299,-0.8822669440979386,0.0,2048,0.000551711127627641
6778880,-0.5602781772613525,331,3.0378244665721983,2963.997802734375,-0.8680791050667488,3309,-0.8686393832561173,0.0,2048,0.000560278189368546
6799360,-0.5689250230789185,332,3.1091137032553826,2969.410400390625,-0.8752243865188243,3319,-0.8757933115726368,0.0,2048,0.0005689250538125634
6819840,-0.5778782367706299,333,3.162430825052723,2974.86474609375,-0.9019349266206118,3329,-0.9025128048857878,0.0,2048,0.0005778782651759684
6840320,-0.5872225761413574,334,3.0740352256511274,2980.2802734375,-0.8496143617496541,3339,-0.8502015843816748,0.0,2048,0.0005872226320207119
6860800,-0.5965198278427124,335,3.2954252316818113,2985.723876953125,-0.9659775945937632,3349,-0.9665741144444233,0.0,2048,0.0005965198506601155
6881280,-0.6061376333236694,336,3.2158066908163416,2991.2451171875,-0.9008310691793013,3359,-0.9014372068563972,0.0,2048,0.0006061376770958304
6901760,-0.6160112619400024,337,3.2394869905992474,2996.555419921875,-0.894428512767689,3369,-0.8950445240356826,0.0,2048,0.0006160112679935992
6922240,-0.6249537467956543,338,3.254340091200344,3002.164306640625,-0.8847797651728709,3379,-0.8854047189420183,0.0,2048,0.0006249537691473961
6942720,-0.6335805654525757,339,3.339525542356248,3007.59033203125,-0.9350668283502748,3389,-0.9357004089604308,0.0,2048,0.0006335806101560593
6963200,-0.6426680088043213,340,3.42085162566274,3013.124755859375,-0.9646066249743465,3399,-0.965249293022732,0.0,2048,0.0006426680483855307
6983680,-0.652202844619751,341,3.450114891323434,3018.676025390625,-0.9896443394705854,3409,-0.9902965423412822,0.0,2048,0.0006522028706967831
7004160,-0.662097692489624,342,3.443900333634251,3024.324462890625,-0.9887542858979321,3419,-0.9894163836053229,0.0,2048,0.0006620977073907852
7024640,-0.6720962524414062,343,3.440103373764247,3029.809326171875,-0.963118860474003,3429,-0.9637909567441395,0.0,2048,0.0006720962701365352
7045120,-0.6822082996368408,344,3.301700638018022,3035.36181640625,-0.9265206620244996,3439,-0.9272028703623206,0.0,2048,0.0006822083378210664
7065600,-0.6914659738540649,345,3.293200392023791,3041.0087890625,-0.9052142295306828,3449,-0.9059056955641415,0.0,2048,0.0006914660334587097
7086080,-0.7003782987594604,346,3.4452283577986083,3046.8359375,-0.9800544623541396,3459,-0.9807548406789761,0.0,2048,0.0007003783248364925
7106560,-0.709822416305542,347,3.59211360226849,3052.59326171875,-1.025551649889445,3469,-1.026261472349057,0.0,2048,0.0007098224596120417
7127040,-0.7200503349304199,348,3.729279783504191,3058.294189453125,-1.0471874087665904,3479,-1.0479074591271322,0.0,2048,0.0007200503605417907
7147520,-0.7306416034698486,349,3.780526152928578,3063.999755859375,-1.0738018169148753,3489,-1.074532458566774,0.0,2048,0.0007306416518986225
7168000,-0.7414214611053467,350,3.8092976983460716,3069.350341796875,-1.0573272454388278,3499,-1.058068666916697,0.0,2048,0.000741421477869153
7188480,-0.7520793676376343,351,3.8740652799148734,3074.5830078125,-1.1270332781670513,3509,-1.127785357584049,0.0,2048,0.0007520794169977307
7208960,-0.76288902759552,352,3.5416072034106953,3080.076416015625,-0.970057131288864,3519,-0.9708200203341546,0.0,2048,0.0007628890452906489
7229440,-0.7725746631622314,353,3.8381837045742118,3085.6337890625,-1.0917771237695455,3529,-1.0925496984531968,0.0,2048,0.0007725746836513281
7249920,-0.7817566394805908,354,3.873296196262895,3091.354736328125,-1.1084278239789955,3539,-1.1092095806301177,0.0,2048,0.000781756651122123
7270400,-0.7911008596420288,355,3.912091082383305,3097.200927734375,-1.0948905691417057,3549,-1.0956816700432572,0.0,2048,0.0007911009015515447
7290880,-0.8007251024246216,356,3.9581911316454774,3103.03076171875,-1.12313596108332,3559,-1.12393668621415,0.0,2048,0.0008007251308299601
7311360,-0.810771107673645,357,3.764388617171171,3108.696044921875,-1.072422721467715,3569,-1.0732334926005342,0.0,2048,0.0008107711328193545
7331840,-0.8207170963287354,358,4.150931998452338,3114.575439453125,-1.182983979164763,3579,-1.1838046962988102,0.0,2048,0.0008207171340472996
7352320,-0.8311058282852173,359,4.181023737793035,3120.185791015625,-1.18068920511485,3589,-1.1815203109775942,0.0,2048,0.0008311058627441525
7372800,-0.8419885635375977,360,4.228947989659831,3125.619140625,-1.1895702287132266,3599,-1.1904122173130858,0.0,2048,0.0008419885998591781
7393280,-0.8533651828765869,361,4.264378857413495,3131.136474609375,-1.190686360047345,3609,-1.191539725276322,0.0,2048,0.0008533652289770544
7413760,-0.8645504713058472,362,4.279048230953442,3136.57470703125,-1.22752203355603,3619,-1.2283865840855435,0.0,2048,0.0008645505295135081
7434240,-0.8756842613220215,363,4.144865835211412,3142.34033203125,-1.1508427005010367,3629,-1.1517183848173067,0.0,2048,0.0008756843162700534
7454720,-0.8841578960418701,364,3.7881177534848853,3148.723876953125,-1.0178794186983477,3639,-1.018763576653063,0.0,2048,0.0008841579547151923
7475200,-0.8921036720275879,365,4.2982197399175535,3154.60302734375,-1.1559201324088395,3649,-1.156812236116723,0.0,2048,0.000892103707883507
7495680,-0.9014438390731812,366,4.464504191027763,3160.2958984375,-1.2708856154683574,3659,-1.271787059352134,0.0,2048,0.0009014438837766647
7516160,-0.9121577739715576,367,4.462169242144537,3165.786865234375,-1.23512863312853,3669,-1.236040790947205,0.0,2048,0.0009121578186750412
7536640,-0.9236346483230591,368,4.5913329570991825,3171.254638671875,-1.2920090884791904,3679,-1.2929327231605754,0.0,2048,0.0009236346813850105
7557120,-0.9344526529312134,369,4.458871904286697,3177.013671875,-1.2390997961542567,3689,-1.2400342488458378,0.0,2048,0.0009344526915811002
7577600,-0.944284200668335,370,4.627354782277799,3182.796875,-1.2955917174129212,3699,-1.296536001669469,0.0,2048,0.0009442842565476894
7598080,-0.9545822143554688,371,4.839567494719782,3188.760009765625,-1.3594325108087735,3709,-1.3603870930482747,0.0,2048,0.0009545822395011783
7618560,-0.9660061597824097,372,4.8409908513010285,3194.49072265625,-1.3404817931493018,3719,-1.3414477993407492,0.0,2048,0.0009660061914473772
7639040,-0.978169322013855,373,4.796290429199143,3199.95703125,-1.2777622719573072,3729,-1.2787404413379944,0.0,2048,0.0009781693806871772
7659520,-0.990294337272644,374,4.9214258154367645,3205.473388671875,-1.337625302689684,3739,-1.3386155970753855,0.0,2048,0.000990294385701418
7680000,-1.0027207136154175,375,4.97873313903332,3210.98388671875,-1.3318417911080611,3749,-1.332844511898045,0.0,2048,0.0010027207899838686
7700480,-1.0153944492340088,376,5.068023327310925,3216.543212890625,-1.3587042550067507,3759,-1.3597196494671606,0.0,2048,0.0010153944604098797
7720960,-1.027837872505188,377,5.0813312018924055,3222.041748046875,-1.350238689303914,3769,-1.3512665272816586,0.0,2048,0.001027837977744639
7741440,-1.039968490600586,378,5.200722998418746,3227.670654296875,-1.4246011179194582,3779,-1.4256410864901525,0.0,2048,0.0010399685706943274
7761920,-1.051082968711853,379,4.937881210235915,3233.525390625,-1.3145199121824611,3789,-1.315570995156761,0.0,2048,0.0010510829742997885
7782400,-1.0610512495040894,380,4.845663436133093,3239.481689453125,-1.3078071773381184,3799,-1.3088682286071802,0.0,2048,0.0010610512690618634
7802880,-1.07099187374115,381,5.30994062332641,3245.58251953125,-1.4120080072971133,3809,-1.413078999270506,0.0,2048,0.0010709919733926654
7823360,-1.0815911293029785,382,5.235354082413675,3251.441162109375,-1.393375666862152,3819,-1.3944572579849357,0.0,2048,0.0010815911227837205
7843840,-1.0927561521530151,383,4.850603827834938,3257.29150390625,-1.275360606348648,3829,-1.2764533625157022,0.0,2048,0.0010927561670541763
7864320,-1.1038151979446411,384,5.452333726672274,3262.96337890625,-1.4529057334610964,3839,-1.4540095487344782,0.0,2048,0.0011038152733817697
7884800,-1.115044116973877,385,5.49352686058144,3268.77685546875,-1.4512073266472925,3849,-1.452322370760541,0.0,2048,0.0011150441132485867
7905280,-1.1266213655471802,386,5.383521300646974,3274.325927734375,-1.3961865328702552,3859,-1.3973131542544288,0.0,2048,0.0011266213841736317
7925760,-1.1385650634765625,387,5.677677281599837,3279.67724609375,-1.5094131744137824,3869,-1.5105517395443142,0.0,2048,0.0011385651305317879
