bc/entropy,bc/l2_norm,bc/l2_loss,bc/prob_true_act,bc/ent_loss,bc/batch,bc/epoch,bc/neglogp,bc/samples_so_far,bc/loss,batch_size
2.837877035140991,128.50010681152344,0.0,0.07418031245470047,-0.002837877254933119,0,0,2.6264193058013916,4096,2.6235814094543457,4096
2.790006637573242,202.630126953125,0.0,0.1428225338459015,-0.002790006808936596,24,2,1.9477782249450684,102400,1.9449882507324219,4096
2.734002113342285,215.18844604492188,0.0,0.16059435904026031,-0.0027340021915733814,48,4,1.8326584100723267,200704,1.829924464225769,4096
2.67995023727417,216.3933563232422,0.0,0.16876283288002014,-0.002679950324818492,72,6,1.7818360328674316,299008,1.7791560888290405,4096
2.6279001235961914,216.5084228515625,0.0,0.1770634949207306,-0.0026279003359377384,96,8,1.7346656322479248,397312,1.7320377826690674,4096
2.577117919921875,216.53526306152344,0.0,0.18563604354858398,-0.0025771181099116802,120,10,1.6874721050262451,495616,1.6848950386047363,4096
2.527195453643799,216.5399627685547,0.0,0.19421793520450592,-0.002527195494621992,144,12,1.6426713466644287,593920,1.6401441097259521,4096
2.477907180786133,216.5484161376953,0.0,0.2027554214000702,-0.002477907342836261,168,14,1.599883794784546,692224,1.5974059104919434,4096
2.4291343688964844,216.55780029296875,0.0,0.2116008996963501,-0.0024291344452649355,192,16,1.557793140411377,790528,1.5553640127182007,4096
2.380802869796753,216.56912231445312,0.0,0.2205122411251068,-0.002380802994593978,216,18,1.5168882608413696,888832,1.5145074129104614,4096
2.332872152328491,216.58094787597656,0.0,0.23086689412593842,-0.0023328722454607487,240,20,1.4714937210083008,987136,1.469160795211792,4096
2.285306692123413,216.59274291992188,0.0,0.24009054899215698,-0.0022853068076074123,264,22,1.43280827999115,1085440,1.4305229187011719,4096
2.2380950450897217,216.6066436767578,0.0,0.25080224871635437,-0.0022380950395017862,288,24,1.389833927154541,1183744,1.387595772743225,4096
2.1912240982055664,216.620361328125,0.0,0.2611112594604492,-0.0021912241354584694,312,26,1.350119709968567,1282048,1.347928524017334,4096
2.1447064876556396,216.63446044921875,0.0,0.2715339660644531,-0.002144706668332219,336,28,1.3114700317382812,1380352,1.3093253374099731,4096
2.098536729812622,216.65126037597656,0.0,0.281949907541275,-0.002098536817356944,360,30,1.2745554447174072,1478656,1.2724568843841553,4096
2.0526998043060303,216.6697998046875,0.0,0.2939918041229248,-0.002052699914202094,384,32,1.2335317134857178,1576960,1.2314790487289429,4096
2.007218837738037,216.6898956298828,0.0,0.30519115924835205,-0.002007219009101391,408,34,1.1972912549972534,1675264,1.1952840089797974,4096
1.9621167182922363,216.70883178710938,0.0,0.31674689054489136,-0.0019621169194579124,432,36,1.1606920957565308,1773568,1.1587300300598145,4096
1.917385458946228,216.73011779785156,0.0,0.32871413230895996,-0.001917385496199131,456,38,1.1250746250152588,1871872,1.123157262802124,4096
1.8730275630950928,216.74713134765625,0.0,0.34036675095558167,-0.0018730276497080922,480,40,1.0907323360443115,1970176,1.0888593196868896,4096
1.8290741443634033,216.76930236816406,0.0,0.35370302200317383,-0.0018290742300450802,504,42,1.0531187057495117,2068480,1.051289677619934,4096
1.7855052947998047,216.7917938232422,0.0,0.3658415675163269,-0.0017855053301900625,528,44,1.020725965499878,2166784,1.0189404487609863,4096
1.7423815727233887,216.81187438964844,0.0,0.38076114654541016,-0.001742381602525711,552,46,0.980230450630188,2265088,0.9784880876541138,4096
1.6996793746948242,216.8398895263672,0.0,0.3932429552078247,-0.001699679414741695,576,48,0.9511006474494934,2363392,0.9494009613990784,4096
1.6574246883392334,216.86618041992188,0.0,0.4079962372779846,-0.0016574247274547815,600,50,0.91617351770401,2461696,0.9145160913467407,4096
1.6156281232833862,216.88766479492188,0.0,0.4217205345630646,-0.001615628250874579,624,52,0.8828577995300293,2560000,0.8812421560287476,4096
1.5742976665496826,216.9130859375,0.0,0.43189042806625366,-0.0015742977848276496,648,54,0.8609508275985718,2658304,0.8593765497207642,4096
1.5334768295288086,216.94317626953125,0.0,0.4513617753982544,-0.0015334768686443567,672,56,0.818371593952179,2756608,0.8168381452560425,4096
1.4931527376174927,216.96177673339844,0.0,0.4633376896381378,-0.0014931528130546212,696,58,0.7918705940246582,2854912,0.7903774380683899,4096
1.4533252716064453,216.9872589111328,0.0,0.48275744915008545,-0.0014533253852277994,720,60,0.7512050867080688,2953216,0.7497517466545105,4096
1.4140641689300537,217.0191650390625,0.0,0.4961157441139221,-0.0014140642015263438,744,62,0.7293424606323242,3051520,0.7279284000396729,4096
1.3752927780151367,217.04550170898438,0.0,0.5119938850402832,-0.001375292893499136,768,64,0.698238730430603,3149824,0.6968634128570557,4096
1.3370816707611084,217.07180786132812,0.0,0.5242960453033447,-0.0013370817760005593,792,66,0.6755403876304626,3248128,0.6742032766342163,4096
1.2994182109832764,217.1005096435547,0.0,0.5423552393913269,-0.0012994182761758566,816,68,0.6437364816665649,3346432,0.6424370408058167,4096
1.2623262405395508,217.1271514892578,0.0,0.5566971302032471,-0.0012623262591660023,840,70,0.6167712807655334,3444736,0.6155089735984802,4096
1.2257733345031738,217.16604614257812,0.0,0.5818195343017578,-0.0012257733615115285,864,72,0.5782355070114136,3543040,0.5770097374916077,4096
1.1897916793823242,217.190673828125,0.0,0.5935887098312378,-0.0011897917138412595,888,74,0.5594351291656494,3641344,0.5582453608512878,4096
1.1543984413146973,217.2121124267578,0.0,0.6082844734191895,-0.0011543985456228256,912,76,0.5319268107414246,3739648,0.5307723879814148,4096
1.1195683479309082,217.24661254882812,0.0,0.624354362487793,-0.0011195683619007468,936,78,0.5096085667610168,3837952,0.5084890127182007,4096
1.0852890014648438,217.27462768554688,0.0,0.6438238024711609,-0.001085289055481553,960,80,0.48131120204925537,3936256,0.48022592067718506,4096
1.0515730381011963,217.3072052001953,0.0,0.6637752056121826,-0.0010515730828046799,984,82,0.4537562131881714,4034560,0.45270463824272156,4096
1.0184195041656494,217.34291076660156,0.0,0.6895004510879517,-0.0010184195125475526,1008,84,0.41929858922958374,4132864,0.4182801842689514,4096
0.9858095049858093,217.36260986328125,0.0,0.7006443738937378,-0.000985809601843357,1032,86,0.39947742223739624,4231168,0.39849162101745605,4096
0.9537213444709778,217.40048217773438,0.0,0.7211428284645081,-0.000953721406403929,1056,88,0.37575119733810425,4329472,0.3747974634170532,4096
0.9221045970916748,217.42800903320312,0.0,0.7432185411453247,-0.0009221046348102391,1080,90,0.34424862265586853,4427776,0.34332650899887085,4096
0.8910874724388123,217.46034240722656,0.0,0.758407711982727,-0.0008910875185392797,1104,92,0.3277530074119568,4526080,0.3268619179725647,4096
0.8604759573936462,217.4893035888672,0.0,0.7727126479148865,-0.0008604759932495654,1128,94,0.30798178911209106,4624384,0.30712130665779114,4096
0.8303853273391724,217.52352905273438,0.0,0.7973983287811279,-0.0008303853683173656,1152,96,0.27854686975479126,4722688,0.2777164876461029,4096
0.8007079362869263,217.55859375,0.0,0.8236114382743835,-0.0008007079595699906,1176,98,0.24666546285152435,4820992,0.24586474895477295,4096
0.7715535163879395,217.59902954101562,0.0,0.8476786613464355,-0.0007715535466559231,1200,100,0.2253626585006714,4919296,0.22459110617637634,4096
0.7427928447723389,217.6217041015625,0.0,0.8698539137840271,-0.0007427929085679352,1224,102,0.19704505801200867,5017600,0.19630226492881775,4096
0.7144151926040649,217.64752197265625,0.0,0.893234133720398,-0.000714415218681097,1248,104,0.16740989685058594,5115904,0.1666954755783081,4096
0.6863691806793213,217.68490600585938,0.0,0.9064031839370728,-0.0006863691960461438,1272,106,0.1625918447971344,5214208,0.16190548241138458,4096
0.6586365103721619,217.71514892578125,0.0,0.9328070878982544,-0.0006586365634575486,1296,108,0.1330791711807251,5312512,0.13242053985595703,4096
0.6312943696975708,217.73272705078125,0.0,0.94298255443573,-0.000631294387858361,1320,110,0.11205244809389114,5410816,0.11142115294933319,4096
0.604322075843811,217.78140258789062,0.0,0.9865773916244507,-0.0006043221219442785,1344,112,0.08085809648036957,5509120,0.08025377243757248,4096
0.5776025056838989,217.79537963867188,0.0,1.0115687847137451,-0.0005776025354862213,1368,114,0.05000339075922966,5607424,0.04942578822374344,4096
0.5510392785072327,217.82640075683594,0.0,1.0276708602905273,-0.0005510392948053777,1392,116,0.03451713174581528,5705728,0.03396609425544739,4096
0.5247933268547058,217.8560791015625,0.0,1.0557295083999634,-0.0005247933440841734,1416,118,0.005548208951950073,5804032,0.005023415666073561,4096
0.4987465739250183,217.87547302246094,0.0,1.0701079368591309,-0.000498746579978615,1440,120,-0.014695152640342712,5902336,-0.015193899162113667,4096
0.4730258584022522,217.9193115234375,0.0,1.1199545860290527,-0.0004730258951894939,1464,122,-0.0531005933880806,6000640,-0.053573619574308395,4096
0.44740384817123413,217.9630126953125,0.0,1.1423759460449219,-0.00044740387238562107,1488,124,-0.06649602949619293,6098944,-0.06694343686103821,4096
0.4219397306442261,218.00184631347656,0.0,1.1716824769973755,-0.00042193973786197603,1512,126,-0.08667431771755219,6197248,-0.08709625899791718,4096
0.3967217206954956,218.0142822265625,0.0,1.1876027584075928,-0.0003967217344325036,1536,128,-0.11088839173316956,6295552,-0.11128511279821396,4096
0.37160807847976685,218.0653839111328,0.0,1.2321147918701172,-0.000371608097339049,1560,130,-0.14175888895988464,6393856,-0.14213049411773682,4096
0.34657716751098633,218.08384704589844,0.0,1.25083327293396,-0.0003465771733317524,1584,132,-0.164783775806427,6492160,-0.1651303470134735,4096
0.32167625427246094,218.1359100341797,0.0,1.2865878343582153,-0.0003216762561351061,1608,134,-0.18387386202812195,6590464,-0.18419553339481354,4096
0.2968441843986511,218.1754913330078,0.0,1.310427188873291,-0.0002968441986013204,1632,136,-0.2038286030292511,6688768,-0.20412544906139374,4096
0.27211952209472656,218.20693969726562,0.0,1.3414652347564697,-0.00027211953420192003,1656,138,-0.2294979691505432,6787072,-0.22977009415626526,4096
0.2475387454032898,218.23878479003906,0.0,1.3760610818862915,-0.00024753875914029777,1680,140,-0.2592783570289612,6885376,-0.2595258951187134,4096
0.22294068336486816,218.28514099121094,0.0,1.4090704917907715,-0.0002229406964033842,1704,142,-0.28024017810821533,6983680,-0.2804631292819977,4096
0.19847184419631958,218.33328247070312,0.0,1.4511889219284058,-0.00019847185467369854,1728,144,-0.3042299449443817,7081984,-0.30442842841148376,4096
0.17406195402145386,218.37461853027344,0.0,1.486391544342041,-0.000174061962752603,1752,146,-0.3308175206184387,7180288,-0.33099159598350525,4096
0.14960771799087524,218.4110107421875,0.0,1.5196809768676758,-0.0001496077311458066,1776,148,-0.35345274209976196,7278592,-0.3536023497581482,4096
0.1253054141998291,218.4432373046875,0.0,1.547321081161499,-0.00012530542153399438,1800,150,-0.37731805443763733,7376896,-0.3774433732032776,4096
0.10102659463882446,218.4976806640625,0.0,1.5873287916183472,-0.00010102659871336073,1824,152,-0.394781231880188,7475200,-0.3948822617530823,4096
0.07677960395812988,218.5290069580078,0.0,1.6283509731292725,-7.677960820728913e-05,1848,154,-0.42933011054992676,7573504,-0.42940688133239746,4096
0.05256754159927368,218.57240295410156,0.0,1.664992332458496,-5.256754229776561e-05,1872,156,-0.4453141689300537,7671808,-0.4453667402267456,4096
0.028395473957061768,218.6298065185547,0.0,1.7034022808074951,-2.839547596522607e-05,1896,158,-0.46642938256263733,7770112,-0.4664577841758728,4096
0.004252791404724121,218.68191528320312,0.0,1.764254093170166,-4.252791768522002e-06,1920,160,-0.4993816316127777,7868416,-0.49938589334487915,4096
-0.019926011562347412,218.73204040527344,0.0,1.8112866878509521,1.9926012100768276e-05,1944,162,-0.5250376462936401,7966720,-0.5250177383422852,4096
-0.044052064418792725,218.76243591308594,0.0,1.8307507038116455,4.405206709634513e-05,1968,164,-0.5397270321846008,8065024,-0.5396829843521118,4096
-0.0681423544883728,218.81744384765625,0.0,1.8915287256240845,6.814235530328006e-05,1992,166,-0.57280033826828,8163328,-0.5727322101593018,4096
-0.09215795993804932,218.867919921875,0.0,1.9391299486160278,9.2157963081263e-05,2016,168,-0.5937374830245972,8261632,-0.5936453342437744,4096
-0.11625552177429199,218.90625,0.0,1.960781455039978,0.00011625552724581212,2040,170,-0.6142733693122864,8359936,-0.6141571402549744,4096
-0.14027363061904907,218.9653778076172,0.0,2.013566017150879,0.00014027363795321435,2064,172,-0.6350209712982178,8458240,-0.6348807215690613,4096
-0.16429364681243896,219.02076721191406,0.0,2.086524486541748,0.0001642936549615115,2088,174,-0.6708807349205017,8556544,-0.6707164645195007,4096
-0.1883244514465332,219.07339477539062,0.0,2.133568525314331,0.00018832445493899286,2112,176,-0.6910667419433594,8654848,-0.6908783912658691,4096
-0.2124619483947754,219.1124725341797,0.0,2.1628575325012207,0.00021246196411084384,2136,178,-0.7105271816253662,8753152,-0.7103146910667419,4096
-0.23652637004852295,219.16815185546875,0.0,2.2278945446014404,0.00023652637901250273,2160,180,-0.7379252910614014,8851456,-0.7376887798309326,4096
-0.26061201095581055,219.21983337402344,0.0,2.294283390045166,0.0002606120251584798,2184,182,-0.7654958963394165,8949760,-0.7652353048324585,4096
-0.28474950790405273,219.28005981445312,0.0,2.329052448272705,0.00028474951977841556,2208,184,-0.7853612899780273,9048064,-0.7850765585899353,4096
-0.30868542194366455,219.34371948242188,0.0,2.4018661975860596,0.000308685441268608,2232,186,-0.8102105855941772,9146368,-0.8099018931388855,4096
-0.33273476362228394,219.40145874023438,0.0,2.471714973449707,0.0003327347803860903,2256,188,-0.8329944610595703,9244672,-0.8326617479324341,4096
-0.3568311929702759,219.4503631591797,0.0,2.509554862976074,0.0003568312095012516,2280,190,-0.8559361696243286,9342976,-0.8555793166160583,4096
-0.3808366656303406,219.51260375976562,0.0,2.5815186500549316,0.0003808366891462356,2304,192,-0.8895689249038696,9441280,-0.8891881108283997,4096
-0.4049447178840637,219.5747528076172,0.0,2.621461868286133,0.0004049447306897491,2328,194,-0.8975344896316528,9539584,-0.8971295356750488,4096
-0.42884278297424316,219.64151000976562,0.0,2.7043230533599854,0.0004288428172003478,2352,196,-0.9199494123458862,9637888,-0.9195205569267273,4096
-0.45284807682037354,219.68386840820312,0.0,2.7795028686523438,0.0004528480931185186,2376,198,-0.9582518339157104,9736192,-0.957798957824707,4096
-0.47683507204055786,219.74041748046875,0.0,2.8127315044403076,0.00047683509183116257,2400,200,-0.9745984077453613,9834496,-0.9741215705871582,4096
-0.5007783770561218,219.7999267578125,0.0,2.8595187664031982,0.0005007783765904605,2424,202,-0.9924923181533813,9932800,-0.9919915199279785,4096
-0.5247642397880554,219.86550903320312,0.0,2.9831433296203613,0.0005247642402537167,2448,204,-1.0292952060699463,10031104,-1.0287704467773438,4096
-0.5487165451049805,219.9308624267578,0.0,3.044279098510742,0.0005487165763042867,2472,206,-1.0481419563293457,10129408,-1.0475932359695435,4096
-0.5728042125701904,219.99143981933594,0.0,3.0996932983398438,0.0005728042451664805,2496,208,-1.0726897716522217,10227712,-1.0721169710159302,4096
-0.5968273878097534,220.05455017089844,0.0,3.2009031772613525,0.0005968274199403822,2520,210,-1.094148874282837,10326016,-1.0935519933700562,4096
-0.6208280324935913,220.11904907226562,0.0,3.2740728855133057,0.0006208280683495104,2544,212,-1.11647629737854,10424320,-1.1158554553985596,4096
-0.6448274850845337,220.19281005859375,0.0,3.362279176712036,0.0006448274943977594,2568,214,-1.1399646997451782,10522624,-1.139319896697998,4096
-0.6689571142196655,220.25755310058594,0.0,3.4377565383911133,0.0006689571309834719,2592,216,-1.1652116775512695,10620928,-1.1645426750183105,4096
-0.6930103898048401,220.32156372070312,0.0,3.5426433086395264,0.0006930103991180658,2616,218,-1.1991386413574219,10719232,-1.1984456777572632,4096
-0.7169672250747681,220.3842315673828,0.0,3.6237025260925293,0.0007169672753661871,2640,220,-1.222238302230835,10817536,-1.2215213775634766,4096
-0.7410271167755127,220.4583282470703,0.0,3.7233166694641113,0.0007410271791741252,2664,222,-1.2499768733978271,10915840,-1.2492358684539795,4096
-0.7650203704833984,220.53353881835938,0.0,3.7733681201934814,0.0007650204352103174,2688,224,-1.259415626525879,11014144,-1.2586506605148315,4096
-0.7889575958251953,220.59527587890625,0.0,3.8927383422851562,0.0007889576372690499,2712,226,-1.2941608428955078,11112448,-1.2933719158172607,4096
-0.8130612373352051,220.6658477783203,0.0,3.9838545322418213,0.000813061255030334,2736,228,-1.3159825801849365,11210752,-1.3151695728302002,4096
-0.8370921611785889,220.73614501953125,0.0,4.029537200927734,0.0008370922296307981,2760,230,-1.331423044204712,11309056,-1.3305859565734863,4096
-0.8610687255859375,220.8040771484375,0.0,4.1424784660339355,0.0008610687800683081,2784,232,-1.3639944791793823,11407360,-1.363133430480957,4096
-0.8849902153015137,220.88839721679688,0.0,4.277470111846924,0.000884990266058594,2808,234,-1.385622501373291,11505664,-1.384737491607666,4096
-0.908993661403656,220.9522247314453,0.0,4.361273765563965,0.000908993708435446,2832,236,-1.4136332273483276,11603968,-1.412724256515503,4096
-0.9329204559326172,221.02310180664062,0.0,4.4713006019592285,0.000932920491322875,2856,238,-1.432602047920227,11702272,-1.4316691160202026,4096
-0.9569884538650513,221.10897827148438,0.0,4.602058410644531,0.0009569884859956801,2880,240,-1.4533178806304932,11800576,-1.4523608684539795,4096
-0.9809607267379761,221.17721557617188,0.0,4.719289779663086,0.0009809607872739434,2904,242,-1.4800052642822266,11898880,-1.4790242910385132,4096
-1.0048472881317139,221.24966430664062,0.0,4.763208866119385,0.0010048473486676812,2928,244,-1.4939541816711426,11997184,-1.492949366569519,4096
-1.0288000106811523,221.32000732421875,0.0,4.870745658874512,0.0010288000339642167,2952,246,-1.5197279453277588,12095488,-1.5186991691589355,4096
-1.052840232849121,221.4008331298828,0.0,5.038451194763184,0.001052840263582766,2976,248,-1.5533485412597656,12193792,-1.5522956848144531,4096
-1.0767830610275269,221.48280334472656,0.0,5.183497905731201,0.001076783169992268,3000,250,-1.5739037990570068,12292096,-1.5728269815444946,4096
-1.1008055210113525,221.5467987060547,0.0,5.305724620819092,0.001100805588066578,3024,252,-1.5990577936172485,12390400,-1.5979570150375366,4096
-1.1248254776000977,221.63906860351562,0.0,5.406270503997803,0.0011248255614191294,3048,254,-1.624606966972351,12488704,-1.62348210811615,4096
-1.1488605737686157,221.7205047607422,0.0,5.548511505126953,0.0011488606687635183,3072,256,-1.6488494873046875,12587008,-1.6477006673812866,4096
-1.1729762554168701,221.7924346923828,0.0,5.643507957458496,0.0011729763355106115,3096,258,-1.6742520332336426,12685312,-1.673079013824463,4096
-1.1966845989227295,221.8677978515625,0.0,5.806849479675293,0.0011966846650466323,3120,260,-1.6901441812515259,12783616,-1.6889474391937256,4096
-1.2205079793930054,221.95790100097656,0.0,6.027702331542969,0.001220508012920618,3144,262,-1.727025032043457,12881920,-1.7258045673370361,4096
-1.2445567846298218,222.03863525390625,0.0,6.163112640380859,0.0012445568572729826,3168,264,-1.75217604637146,12980224,-1.7509315013885498,4096
-1.2687972784042358,222.1239776611328,0.0,6.199438095092773,0.0012687973212450743,3192,266,-1.7625681161880493,13078528,-1.7612993717193604,4096
-1.2925963401794434,222.20753479003906,0.0,6.446165561676025,0.00129259645473212,3216,268,-1.79285728931427,13176832,-1.791564702987671,4096
-1.3165884017944336,222.28683471679688,0.0,6.563790321350098,0.001316588488407433,3240,270,-1.8149291276931763,13275136,-1.8136125802993774,4096
-1.3406312465667725,222.37059020996094,0.0,6.730057716369629,0.0013406312791630626,3264,272,-1.8365631103515625,13373440,-1.8352224826812744,4096
-1.3643953800201416,222.46551513671875,0.0,6.869199752807617,0.0013643954880535603,3288,274,-1.8643836975097656,13471744,-1.863019347190857,4096
-1.3882838487625122,222.5432586669922,0.0,7.016742706298828,0.0013882839120924473,3312,276,-1.8871915340423584,13570048,-1.88580322265625,4096
-1.4123212099075317,222.6270294189453,0.0,7.2913970947265625,0.001412321231327951,3336,278,-1.917019009590149,13668352,-1.9156067371368408,4096
-1.4365040063858032,222.707763671875,0.0,7.4262213706970215,0.0014365040697157383,3360,280,-1.9369816780090332,13766656,-1.9355452060699463,4096
-1.4602689743041992,222.80044555664062,0.0,7.656151294708252,0.0014602690935134888,3384,282,-1.9723396301269531,13864960,-1.970879316329956,4096
-1.4841806888580322,222.89447021484375,0.0,7.811308860778809,0.0014841808006167412,3408,284,-1.9857723712921143,13963264,-1.984288215637207,4096
-1.5082318782806396,222.980712890625,0.0,8.01311206817627,0.0015082319732755423,3432,286,-2.016005754470825,14061568,-2.0144975185394287,4096
-1.5322622060775757,223.06414794921875,0.0,8.165765762329102,0.0015322623075917363,3456,288,-2.032214641571045,14159872,-2.030682325363159,4096
-1.5560986995697021,223.156494140625,0.0,8.353700637817383,0.0015560988103970885,3480,290,-2.0503475666046143,14258176,-2.0487914085388184,4096
-1.579843282699585,223.25189208984375,0.0,8.578554153442383,0.0015798433450981975,3504,292,-2.078355073928833,14356480,-2.076775312423706,4096
-1.6037631034851074,223.3363494873047,0.0,8.890832901000977,0.0016037632012739778,3528,294,-2.118361711502075,14454784,-2.116757869720459,4096
-1.6279113292694092,223.42257690429688,0.0,8.934349060058594,0.0016279114643111825,3552,296,-2.1346547603607178,14553088,-2.1330268383026123,4096
-1.6519367694854736,223.49810791015625,0.0,8.91323471069336,0.001651936792768538,3576,298,-2.1230921745300293,14651392,-2.1214401721954346,4096
-1.675441026687622,223.6119842529297,0.0,9.445660591125488,0.001675441162660718,3600,300,-2.1754283905029297,14749696,-2.173753023147583,4096
-1.6993939876556396,223.70420837402344,0.0,9.660895347595215,0.0016993940807878971,3624,302,-2.200831413269043,14848000,-2.199131965637207,4096
-1.7234954833984375,223.7928009033203,0.0,9.92005729675293,0.0017234955448657274,3648,304,-2.2248878479003906,14946304,-2.2231643199920654,4096
-1.7477201223373413,223.8776092529297,0.0,9.908620834350586,0.0017477201763540506,3672,306,-2.2336764335632324,15044608,-2.231928825378418,4096
-1.7711231708526611,223.99124145507812,0.0,10.280747413635254,0.0017711232649162412,3696,308,-2.2666797637939453,15142912,-2.2649085521698,4096
-1.7950525283813477,224.08056640625,0.0,10.561993598937988,0.0017950526671484113,3720,310,-2.288205623626709,15241216,-2.2864105701446533,4096
-1.8190414905548096,224.16921997070312,0.0,10.786418914794922,0.001819041557610035,3744,312,-2.3194727897644043,15339520,-2.3176536560058594,4096
-1.8427765369415283,224.27012634277344,0.0,11.19610595703125,0.001842776662670076,3768,314,-2.3425912857055664,15437824,-2.3407485485076904,4096
-1.8664621114730835,224.36973571777344,0.0,11.36825942993164,0.0018664621748030186,3792,316,-2.361626386642456,15536128,-2.35975980758667,4096
-1.89067804813385,224.46473693847656,0.0,11.710403442382812,0.0018906781915575266,3816,318,-2.389636278152466,15634432,-2.3877456188201904,4096
-1.9147518873214722,224.55752563476562,0.0,11.846846580505371,0.001914751948788762,3840,320,-2.4099771976470947,15732736,-2.40806245803833,4096
-1.9382636547088623,224.66641235351562,0.0,12.015657424926758,0.001938263769261539,3864,322,-2.419863700866699,15831040,-2.4179253578186035,4096
-1.962146520614624,224.75982666015625,0.0,12.460970878601074,0.0019621467217803,3888,324,-2.457214117050171,15929344,-2.455251932144165,4096
-1.9861699342727661,224.85743713378906,0.0,12.754202842712402,0.0019861699547618628,3912,326,-2.477060556411743,16027648,-2.475074291229248,4096
-2.01023530960083,224.9605712890625,0.0,12.700883865356445,0.0020102353300899267,3936,328,-2.479301929473877,16125952,-2.4772915840148926,4096
-2.0334091186523438,225.0640106201172,0.0,13.500097274780273,0.00203340919688344,3960,330,-2.5368361473083496,16224256,-2.5348026752471924,4096
-2.0574076175689697,225.16258239746094,0.0,13.787086486816406,0.0020574077498167753,3984,332,-2.5536046028137207,16322560,-2.5515472888946533,4096
-2.081080436706543,225.26036071777344,0.0,14.254932403564453,0.002081080572679639,4008,334,-2.5859947204589844,16420864,-2.583913564682007,4096
-2.105189085006714,225.35223388671875,0.0,14.222000122070312,0.0021051892545074224,4032,336,-2.588502883911133,16519168,-2.586397647857666,4096
-2.1284685134887695,225.46453857421875,0.0,14.579805374145508,0.002128468593582511,4056,338,-2.6174890995025635,16617472,-2.615360736846924,4096
-2.152139663696289,225.5746307373047,0.0,15.125980377197266,0.002152139786630869,4080,340,-2.6483798027038574,16715776,-2.6462275981903076,4096
