bc/batch,bc/neglogp,batch_size,bc/prob_true_act,bc/samples_so_far,bc/l2_norm,bc/ent_loss,bc/loss,bc/l2_loss,bc/epoch,bc/entropy
1599,-1.0232351733702942,2048,3.008585175291474,3276800,1948.13671875,0.00023046578280627728,-1.023004707587488,0.0,80,-0.23046576976776123
1619,-1.0894311593636838,2048,3.173423963391489,3317760,1960.70458984375,0.0002695443690754473,-1.0891616149946084,0.0,81,-0.2695443630218506
1639,-1.0804005517129478,2048,3.2011488198887568,3358720,1974.0850830078125,0.00030846858862787485,-1.08009208312432,0.0,82,-0.3084685802459717
1659,-1.150978758117477,2048,3.4052611738760805,3399680,1988.818115234375,0.0003468126233201474,-1.150631945494157,0.0,83,-0.3468126058578491
1679,-1.1813909152251851,2048,3.507394255841816,3440640,2003.8778076171875,0.000385348335839808,-1.1810055668893453,0.0,84,-0.3853483200073242
1699,-1.2274278302196453,2048,3.6584998569357756,3481600,2018.82421875,0.0004241421411279589,-1.2270036880785173,0.0,85,-0.42414212226867676
1719,-1.2238842042830047,2048,3.7761724916879,3522560,2034.399169921875,0.00046230031875893474,-1.2234219039642458,0.0,86,-0.46230030059814453
1739,-1.2057534667761112,2048,3.6871281903071784,3563520,2051.733642578125,0.0004995682393200696,-1.205253898536791,0.0,87,-0.49956822395324707
1759,-1.2390993008495408,2048,3.852117766892112,3604480,2070.13037109375,0.0005342364311218262,-1.238565064418419,0.0,88,-0.5342364311218262
1779,-1.360750848739841,2048,4.216580268196591,3645440,2085.8515625,0.0005706174415536225,-1.3601802312982874,0.0,89,-0.5706174373626709
1799,-1.3885053756440484,2048,4.381357067758681,3686400,2099.697265625,0.0006091727409511805,-1.3878962029030972,0.0,90,-0.6091727018356323
1819,-1.4317435839768808,2048,4.556107346488659,3727360,2114.21240234375,0.0006474319961853325,-1.4310961519806955,0.0,91,-0.6474319696426392
1839,-1.3837874970881838,2048,4.44227585557158,3768320,2127.583984375,0.0006864358438178897,-1.383101061244366,0.0,92,-0.6864358186721802
1859,-1.4221005563231395,2048,4.657338678755661,3809280,2143.455810546875,0.0007226704619824886,-1.421377885861157,0.0,93,-0.7226704359054565
1879,-1.5164220016175147,2048,5.061018387543048,3850240,2159.546875,0.0007590678287670016,-1.5156629337887477,0.0,94,-0.7590677738189697
1899,-1.578371088792386,2048,5.29123483386816,3891200,2173.287841796875,0.0007968441350385547,-1.5775742446573475,0.0,95,-0.7968441247940063
1919,-1.5117411072945797,2048,5.039392702167971,3932160,2186.439697265625,0.0008344504167325795,-1.510906656877847,0.0,96,-0.834450364112854
1939,-1.5477693481631314,2048,5.145618553127024,3973120,2202.849609375,0.0008682815241627395,-1.5469010666389686,0.0,97,-0.8682814836502075
1959,-1.6201229398557053,2048,5.69742316185267,4014080,2218.787353515625,0.0009022036101669073,-1.6192207362455384,0.0,98,-0.9022035598754883
1979,-1.7282227815031574,2048,6.15163861474135,4055040,2232.43505859375,0.0009388553444296122,-1.7272839261587278,0.0,99,-0.9388552904129028
1999,-1.7344147144033761,2048,6.361902056486155,4096000,2243.206298828125,0.0009773883502930403,-1.733437326053083,0.0,100,-0.9773882627487183
2019,-1.8210582538587485,2048,6.639615039034222,4136960,2255.1171875,0.0010152896866202354,-1.8200429641721283,0.0,101,-1.0152896642684937
2039,-1.8106528945667577,2048,6.699960423158313,4177920,2267.1162109375,0.001052779145538807,-1.809600115421219,0.0,102,-1.0527790784835815
2059,-1.8037080597885284,2048,6.830972589350482,4218880,2279.13916015625,0.0010897020110860467,-1.8026183577774424,0.0,103,-1.0897020101547241
2079,-1.7801120965050674,2048,6.91253296776857,4259840,2293.3076171875,0.0011258695740252733,-1.7789862269310421,0.0,104,-1.1258695125579834
2099,-1.7815660863951865,2048,6.791491861959766,4300800,2307.66259765625,0.0011602733284235,-1.780405813066763,0.0,105,-1.1602733135223389
2119,-1.7912084247680595,2048,6.817823404108652,4341760,2324.705322265625,0.0011885081185027957,-1.7900199166495567,0.0,106,-1.1885080337524414
2139,-1.8811192126961185,2048,7.693448749771479,4382720,2342.72509765625,0.0012149740941822529,-1.8799042386019362,0.0,107,-1.214974045753479
2159,-1.9086816530865411,2048,7.628198115210644,4423680,2354.6162109375,0.0012488194042816758,-1.9074328336822595,0.0,108,-1.248819351196289
2179,-2.036912881350573,2048,8.555561106495354,4464640,2363.978759765625,0.0012852232903242111,-2.035627658060249,0.0,109,-1.2852232456207275
2199,-2.002126653648808,2048,8.668281588073604,4505600,2373.275634765625,0.0013229271862655878,-2.0008037264625425,0.0,110,-1.3229271173477173
2219,-1.9008441338011957,2048,7.994943786055703,4546560,2384.39697265625,0.0013586097629740834,-1.8994855240382216,0.0,111,-1.358609676361084
2239,-2.0843265555817996,2048,9.298916193833247,4587520,2397.006591796875,0.0013913650764152408,-2.0829351905053843,0.0,112,-1.3913650512695312
2259,-2.1509708808228876,2048,9.804740514695451,4628480,2406.9853515625,0.001426979899406433,-2.149543900923481,0.0,113,-1.4269797801971436
2279,-2.199536399486913,2048,9.908093075333843,4669440,2415.75341796875,0.0014637321000918746,-2.198072667386821,0.0,114,-1.4637320041656494
2299,-2.189723200266153,2048,10.321684869466829,4710400,2424.827880859375,0.0015002577565610409,-2.188222942509592,0.0,115,-1.5002577304840088
2319,-2.2135824097430374,2048,10.73127830393559,4751360,2435.388427734375,0.001534509938210249,-2.212047899804827,0.0,116,-1.5345098972320557
2339,-2.272879323903348,2048,10.894493725876188,4792320,2447.7373046875,0.0015662644291296601,-2.271313059474218,0.0,117,-1.5662643909454346
2359,-2.1824181306232795,2048,10.932527701958964,4833280,2458.291259765625,0.0015999751631170511,-2.1808181554601624,0.0,118,-1.5999751091003418
2379,-2.3335349113832478,2048,11.807382544707169,4874240,2468.08984375,0.0016342137241736054,-2.331900697659074,0.0,119,-1.6342136859893799
2399,-2.3121468780848966,2048,12.053335453460024,4915200,2478.51416015625,0.001668331678956747,-2.31047854640594,0.0,120,-1.6683316230773926
2419,-2.3008700909962365,2048,12.214877239578989,4956160,2488.13330078125,0.0017012382159009576,-2.2991688527803356,0.0,121,-1.7012381553649902
2439,-2.1942401874623405,2048,11.429265122719265,4997120,2513.20556640625,0.0017229977529495955,-2.192517189709391,0.0,122,-1.7229976654052734
2459,-2.304944770981198,2048,12.587420847255137,5038080,2533.3125,0.00174743274692446,-2.3031973382342734,0.0,123,-1.7474327087402344
2479,-2.4260649945982165,2048,13.544816241502934,5079040,2544.349365234375,0.0017785528907552361,-2.424286441707461,0.0,124,-1.778552770614624
2499,-2.4806953349098873,2048,13.880189795010361,5120000,2552.36083984375,0.0018121353350579739,-2.4788831995748293,0.0,125,-1.8121352195739746
2519,-2.3275119868451912,2048,12.972028202851877,5160960,2560.345703125,0.0018469017231836915,-2.3256650851220075,0.0,126,-1.8469016551971436
2539,-2.5679876972590048,2048,15.315514158738143,5201920,2568.8583984375,0.0018792692571878433,-2.566108428001817,0.0,127,-1.8792691230773926
2559,-2.554316842703253,2048,15.355420411837663,5242880,2577.534912109375,0.0019123498350381851,-2.552404492868215,0.0,128,-1.9123497009277344
2579,-2.220622995622379,2048,12.208870229452966,5283840,2585.130859375,0.0019452896667644382,-2.2186777059556144,0.0,129,-1.9452896118164062
2599,-2.5964237821328693,2048,16.410429194219937,5324800,2595.068359375,0.0019747610203921795,-2.594449021112477,0.0,130,-1.9747610092163086
2619,-2.546156367289975,2048,15.841629581834525,5365760,2604.44287109375,0.0020047156140208244,-2.5441516516759544,0.0,131,-2.0047154426574707
2639,-2.5055077366043514,2048,16.96180510887484,5406720,2613.17724609375,0.0020358548499643803,-2.503471881754387,0.0,132,-2.0358548164367676
2659,-2.6107569529877317,2048,17.342427696595294,5447680,2621.229248046875,0.002068278146907687,-2.608688674840824,0.0,133,-2.0682780742645264
2679,-2.7185172027011797,2048,18.055155906225984,5488640,2631.356689453125,0.0020971857011318207,-2.716420017000048,0.0,134,-2.0971856117248535
2699,-2.64248751397524,2048,17.899052288317833,5529600,2641.4501953125,0.0021231675054877996,-2.6403643464697524,0.0,135,-2.1231675148010254
2719,-2.6962009487187055,2048,18.057281144367582,5570560,2651.183349609375,0.002151704393327236,-2.6940492443253783,0.0,136,-2.1517043113708496
2739,-2.6667865310434697,2048,18.73164993251997,5611520,2660.97802734375,0.0021793763153254986,-2.6646071547281442,0.0,137,-2.1793761253356934
2759,-2.645754595015146,2048,19.141599050435893,5652480,2668.78759765625,0.002209944184869528,-2.6435446508302767,0.0,138,-2.209944009780884
2779,-2.407338884084992,2048,15.00356886457207,5693440,2677.800537109375,0.002238247310742736,-2.4051006367742493,0.0,139,-2.2382471561431885
2799,-2.670513336512178,2048,20.461876021476478,5734400,2688.909912109375,0.0022604584228247404,-2.668252878089353,0.0,140,-2.26045823097229
2819,-2.735605632165553,2048,21.60237658567784,5775360,2699.592529296875,0.0022838206496089697,-2.733321811515944,0.0,141,-2.283820629119873
2839,-2.8900616093170632,2048,22.23022419225626,5816320,2708.092041015625,0.0023125014267861843,-2.887749107890277,0.0,142,-2.3125014305114746
2859,-2.8030270627124736,2048,21.780647767203146,5857280,2715.39013671875,0.002342748921364546,-2.800684313791109,0.0,143,-2.3427488803863525
2879,-2.8757787878045393,2048,24.18327248644642,5898240,2723.095947265625,0.002371659502387047,-2.8734071283021523,0.0,144,-2.371659278869629
2899,-2.66837445831606,2048,20.185130797773613,5939200,2731.315673828125,0.002395858056843281,-2.6659786002592165,0.0,145,-2.3958580493927
2919,-2.8105575114152574,2048,22.423861196472874,5980160,2742.85107421875,0.00241075293160975,-2.8081467584836477,0.0,146,-2.410752773284912
2939,-2.899248782876353,2048,24.202506216271708,6021120,2754.82275390625,0.002427128842100501,-2.8968216540342526,0.0,147,-2.427128791809082
2959,-2.9907838735948236,2048,25.75543505939244,6062080,2762.789794921875,0.0024514272809028625,-2.9883324463139207,0.0,148,-2.4514272212982178
2979,-3.0347382386023565,2048,25.630134462559944,6103040,2769.7451171875,0.0024794817436486483,-3.032258756858708,0.0,149,-2.4794816970825195
2999,-2.982550875373355,2048,27.029286580029485,6144000,2777.344970703125,0.002507236320525408,-2.9800436390528295,0.0,150,-2.5072362422943115
3019,-2.854907612540953,2048,24.24239692834503,6184960,2785.342529296875,0.00253172661177814,-2.852375885929175,0.0,151,-2.531726598739624
3039,-3.0611124648011354,2048,28.301804713974327,6225920,2793.6474609375,0.0025545326061546803,-3.0585579321949807,0.0,152,-2.554532527923584
3059,-3.062023066781125,2048,28.808165221872756,6266880,2800.181396484375,0.002583103720098734,-3.0594399630610263,0.0,153,-2.583103656768799
3079,-2.9585371406855616,2048,26.714778844900906,6307840,2806.630126953125,0.002611093921586871,-2.9559260467639747,0.0,154,-2.611093759536743
3099,-3.168553379051486,2048,30.275545283028215,6348800,2814.437744140625,0.002635263605043292,-3.1659181154464426,0.0,155,-2.635263442993164
3119,-2.919310036839607,2048,26.527379754860142,6389760,2823.6728515625,0.0026545999571681023,-2.916655436882439,0.0,156,-2.654599905014038
3139,-3.1487814172043267,2048,30.858016387141234,6430720,2833.298095703125,0.0026726815849542618,-3.1461087356193724,0.0,157,-2.6726815700531006
3159,-3.1406818921144417,2048,32.62703289051821,6471680,2840.497314453125,0.002696479670703411,-3.1379854124437383,0.0,158,-2.696479558944702
3179,-2.956565850530022,2048,27.574934817611247,6512640,2847.014404296875,0.002723122714087367,-2.9538427278159345,0.0,159,-2.7231225967407227
3199,-2.7655911307944194,2048,27.156915095079945,6553600,2854.974853515625,0.0027438520919531584,-2.7628472787024663,0.0,160,-2.743851900100708
3219,-2.898306281075396,2048,27.82123896705373,6594560,2868.5927734375,0.0027539643924683332,-2.895552316682928,0.0,161,-2.7539641857147217
3239,-3.101719996848941,2048,29.950987826114357,6635520,2891.486083984375,0.0027553276158869267,-3.098964669233054,0.0,162,-2.7553274631500244
3259,-3.1647769995774384,2048,33.62062718221242,6676480,2902.065673828125,0.0027707675471901894,-3.162006232030248,0.0,163,-2.7707674503326416
3279,-3.1628267464085695,2048,33.80275993901008,6717440,2909.54248046875,0.00279464153572917,-3.1600321048728404,0.0,164,-2.7946414947509766
3299,-3.226096695109807,2048,35.806379558923936,6758400,2916.45263671875,0.002821235219016671,-3.2232754598907905,0.0,165,-2.821235179901123
3319,-3.258642214081821,2048,36.211819094711316,6799360,2921.874755859375,0.0028470829129219055,-3.2557951311688993,0.0,166,-2.8470828533172607
3339,-3.3264875016682987,2048,39.183031813038355,6840320,2928.59130859375,0.0028720800764858723,-3.323615421591813,0.0,167,-2.872079849243164
3359,-2.9420909481767215,2048,28.583081395866103,6881280,2934.2685546875,0.0028975801542401314,-2.9391933680224813,0.0,168,-2.8975799083709717
3379,-3.1891801676107994,2048,35.05158473678493,6922240,2943.20947265625,0.0029073560144752264,-3.186272811596324,0.0,169,-2.907355785369873
3399,-3.2166069725842226,2048,38.757110262628316,6963200,2950.9501953125,0.002926851389929652,-3.213680121194293,0.0,170,-2.926851272583008
3419,-3.3032746222469216,2048,40.598543859636564,7004160,2958.3359375,0.00294876960106194,-3.3003258526458596,0.0,171,-2.9487695693969727
3439,-3.35303094536091,2048,41.88907571814461,7045120,2964.443603515625,0.0029731953982263803,-3.3500577499626836,0.0,172,-2.9731953144073486
3459,-3.349998072099213,2048,40.964582196329374,7086080,2970.7421875,0.0029951955657452345,-3.347002876533468,0.0,173,-2.9951953887939453
3479,-3.4077682598425456,2048,41.78696858313029,7127040,2978.71728515625,0.0030126336496323347,-3.4047556261929133,0.0,174,-3.0126335620880127
3499,-3.2412153110634785,2048,37.90562825535899,7168000,2985.914306640625,0.0030318943317979574,-3.2381834167316805,0.0,175,-3.0318942070007324
3519,-3.3690122657817874,2048,42.28274623896919,7208960,2993.58349609375,0.003046654397621751,-3.3659656113841656,0.0,176,-3.046654224395752
3539,-3.4240704425832926,2048,44.06159698031383,7249920,3000.81982421875,0.0030619287863373756,-3.4210085137969553,0.0,177,-3.0619287490844727
3559,-3.3701158582726674,2048,44.70222835713698,7290880,3008.49609375,0.0030798029620200396,-3.3670360553106473,0.0,178,-3.0798027515411377
3579,-3.3434895848936663,2048,40.633319386810605,7331840,3015.1875,0.0030967004131525755,-3.3403928844805137,0.0,179,-3.0967001914978027
3599,-3.633517698068392,2048,48.59472060418204,7372800,3022.11181640625,0.003113025799393654,-3.630404672268998,0.0,180,-3.113025665283203
3619,-2.936491426760373,2048,32.78360870021626,7413760,3028.1025390625,0.0031355107203125954,-2.9333559160400604,0.0,181,-3.1355106830596924
3639,-3.4917608406144605,2048,47.385732071364735,7454720,3036.519287109375,0.003147474490106106,-3.4886133661243544,0.0,182,-3.1474742889404297
3659,-3.310320806555268,2048,43.66091886748916,7495680,3043.3291015625,0.00316323759034276,-3.307157568964925,0.0,183,-3.1632373332977295
3679,-3.2716048560149296,2048,44.519745288589704,7536640,3050.537841796875,0.003175437217578292,-3.2684294187973513,0.0,184,-3.1754369735717773
3699,-3.411360345964808,2048,50.294820124685614,7577600,3057.2509765625,0.00319142104126513,-3.408168924923543,0.0,185,-3.191420793533325
3719,-3.471308237680632,2048,46.89969468008442,7618560,3064.8681640625,0.0032042015809565783,-3.4681040360996755,0.0,186,-3.2042014598846436
3739,-3.3222025303130054,2048,49.73465067740473,7659520,3072.29345703125,0.0032140237744897604,-3.3189885065385156,0.0,187,-3.2140235900878906
3759,-3.5623626570398566,2048,51.166383786258436,7700480,3079.589599609375,0.0032281677704304457,-3.559134489269426,0.0,188,-3.2281675338745117
3779,-3.5138780995794283,2048,51.53964162255548,7741440,3085.645751953125,0.0032497935462743044,-3.510628306033154,0.0,189,-3.249793291091919
3799,-3.486284061330032,2048,52.88577480752075,7782400,3091.845703125,0.0032667620107531548,-3.483017299319279,0.0,190,-3.2667617797851562
3819,-3.646247454652832,2048,55.69446767330555,7823360,3098.56494140625,0.003283263184130192,-3.642964191468702,0.0,191,-3.2832629680633545
3839,-3.2067318288859035,2048,41.301195081923,7864320,3106.434814453125,0.003295350121334195,-3.2034364787645693,0.0,192,-3.2953500747680664
3859,-3.476884499876136,2048,51.97716642853888,7905280,3114.43017578125,0.003297539660707116,-3.473586960215429,0.0,193,-3.297539472579956
3879,-3.5956537066332075,2048,57.88548042158862,7946240,3121.481201171875,0.0033098100684583187,-3.592343896564749,0.0,194,-3.309809923171997
3899,-3.467166510927751,2048,59.07420266507915,7987200,3127.142333984375,0.0033308605197817087,-3.4638356504079693,0.0,195,-3.3308603763580322
3919,-2.904952143555337,2048,35.951213636206745,8028160,3134.0830078125,0.003343513235449791,-2.9016086303198874,0.0,196,-3.343513011932373
